payment_id,transaction_id,invoice_id,payment_date,customer_id,amount,currency,payment_method,status
PAY00273,TXN00273,INV00273,2026-07-06,CUST0015,5023.45,INR,NETBANKING,SUCCESS
PAY00274,TXN00274,INV00274,2026-08-01,CUST0016,88955.19,INR,NETBANKING,SUCCESS
PAY00275,TXN00275,INV00275,2026-08-13,CUST0126,40906.21,INR,WALLET,SUCCESS
PAY00276,TXN00276,INV00276,2026-07-27,CUST0226,48682.99,INR,CARD,SUCCESS
PAY00277,TXN00277,INV00277,2026-08-16,CUST0164,98808.33,INR,NETBANKING,SUCCESS
PAY00278,TXN00278,INV00278,2026-07-07,CUST0288,32252.03,INR,WALLET,SUCCESS
PAY00279,TXN00279,INV00279,2026-07-07,CUST0073,5535.23,INR,WALLET,SUCCESS
PAY00280,TXN00280,INV00280,2026-07-21,CUST0082,93408.28,INR,NETBANKING,SUCCESS
PAY00281,TXN00281,INV00281,2026-07-30,CUST0264,50126.59,INR,NETBANKING,SUCCESS
PAY00282,TXN00282,INV00282,2026-07-30,CUST0259,96685.32,INR,CARD,SUCCESS
PAY00283,TXN00283,INV00283,2026-08-01,CUST0145,59953.12,INR,WALLET,SUCCESS
PAY00284,TXN00284,INV00284,2026-07-09,CUST0221,88304.35,INR,NETBANKING,SUCCESS
PAY00285,TXN00285,INV00285,2026-07-04,CUST0206,57243.02,INR,CARD,SUCCESS
PAY00286,TXN00286,INV00286,2026-08-02,CUST0198,45310.26,INR,NETBANKING,SUCCESS
PAY00287,TXN00287,INV00287,2026-07-09,CUST0061,97520.74,INR,WALLET,SUCCESS
PAY00288,TXN00288,INV00288,2026-08-18,CUST0188,14854.6,INR,WALLET,SUCCESS
PAY00289,TXN00289,INV00289,2026-08-15,CUST0071,33637.55,INR,WALLET,SUCCESS
PAY00290,TXN00290,INV00290,2026-07-09,CUST0264,33132.6,INR,NETBANKING,SUCCESS
PAY00291,TXN00291,INV00291,2026-08-07,CUST0154,33969.16,INR,WALLET,SUCCESS
PAY00292,TXN00292,INV00292,2026-07-24,CUST0009,33458.34,INR,UPI,SUCCESS
PAY00293,TXN00293,INV00293,2026-08-08,CUST0014,47721.73,INR,CARD,SUCCESS
PAY00294,TXN00294,INV00294,2026-08-03,CUST0088,63088.01,INR,WALLET,SUCCESS
PAY00295,TXN00295,INV00295,2026-08-06,CUST0017,94846.41,INR,UPI,SUCCESS
PAY00296,TXN00296,INV00296,2026-07-10,CUST0215,41589.53,INR,CARD,SUCCESS
PAY00297,TXN00297,INV00297,2026-08-15,CUST0032,14239.21,INR,CARD,SUCCESS
PAY00298,TXN00298,INV00298,2026-07-25,CUST0270,31718.38,INR,CARD,SUCCESS
PAY00299,TXN00299,INV00299,2026-07-23,CUST0280,67748.92,INR,NETBANKING,SUCCESS
PAY00300,TXN00300,INV00300,2026-08-05,CUST0143,30200.67,INR,NETBANKING,SUCCESS
PAY00301,TXN00301,INV00301,2026-07-21,CUST0251,48240.44,INR,NETBANKING,SUCCESS
PAY00302,TXN00302,INV00302,2026-07-25,CUST0279,89628.17,INR,WALLET,SUCCESS
PAY00303,TXN00303,INV00303,2026-07-19,CUST0022,95553.71,INR,UPI,SUCCESS
PAY00304,TXN00304,INV00304,2026-08-17,CUST0132,48168.39,INR,CARD,SUCCESS
PAY00305,TXN00305,INV00305,2026-07-09,CUST0140,11368.04,INR,CARD,SUCCESS
PAY00306,TXN00306,INV00306,2026-08-10,CUST0116,23667.24,INR,UPI,SUCCESS
PAY00307,TXN00307,INV00307,2026-08-13,CUST0052,77191.22,INR,UPI,SUCCESS
PAY00308,TXN00308,INV00308,2026-07-31,CUST0244,65228.6,INR,NETBANKING,SUCCESS
PAY00309,TXN00309,INV00309,2026-08-11,CUST0046,57626.27,INR,UPI,SUCCESS
PAY00310,TXN00310,INV00310,2026-07-03,CUST0091,99718.59,INR,WALLET,SUCCESS
PAY00311,TXN00311,INV00311,2026-07-03,CUST0149,1422.08,INR,UPI,SUCCESS
PAY00312,TXN00312,INV00312,2026-08-11,CUST0233,54558.4,INR,WALLET,SUCCESS
PAY00313,TXN00313,INV00313,2026-07-08,CUST0099,33403.07,INR,WALLET,SUCCESS
PAY00314,TXN00314,INV00314,2026-08-17,CUST0008,34042.66,INR,NETBANKING,SUCCESS
PAY00315,TXN00315,INV00315,2026-07-28,CUST0208,51770.43,INR,UPI,SUCCESS
PAY00316,TXN00316,INV00316,2026-07-31,CUST0072,32698.37,INR,CARD,SUCCESS
PAY00317,TXN00317,INV00317,2026-08-18,CUST0229,27065.94,INR,NETBANKING,SUCCESS
PAY00318,TXN00318,INV00318,2026-07-17,CUST0006,65541.5,INR,CARD,SUCCESS
PAY00319,TXN00319,INV00319,2026-07-11,CUST0158,40838.95,INR,NETBANKING,SUCCESS
PAY00320,TXN00320,INV00320,2026-08-09,CUST0189,22474.5,INR,CARD,SUCCESS
PAY00321,TXN00321,INV00321,2026-07-27,CUST0192,70343.1,INR,WALLET,SUCCESS
PAY00322,TXN00322,INV00322,2026-08-13,CUST0127,75596.59,INR,UPI,SUCCESS
PAY00323,TXN00323,INV00323,2026-07-05,CUST0186,91765.85,INR,UPI,SUCCESS
PAY00324,TXN00324,INV00324,2026-08-06,CUST0104,53897.69,INR,CARD,SUCCESS
PAY00325,TXN00325,INV00325,2026-08-13,CUST0060,20937.45,INR,WALLET,SUCCESS
PAY00326,TXN00326,INV00326,2026-07-30,CUST0029,13628.46,INR,WALLET,SUCCESS
PAY00327,TXN00327,INV00327,2026-08-13,CUST0237,80788.08,INR,UPI,SUCCESS
PAY00328,TXN00328,INV00328,2026-08-07,CUST0112,7766.44,INR,WALLET,SUCCESS
PAY00329,TXN00329,INV00329,2026-07-05,CUST0031,98620.66,INR,WALLET,SUCCESS
PAY00330,TXN00330,INV00330,2026-08-19,CUST0070,64331.74,INR,WALLET,SUCCESS
PAY00331,TXN00331,INV00331,2026-07-25,CUST0194,8484.87,INR,CARD,SUCCESS
PAY00332,TXN00332,INV00332,2026-08-04,CUST0092,39609.33,INR,CARD,SUCCESS
PAY00333,TXN00333,INV00333,2026-07-20,CUST0012,46568.89,INR,WALLET,SUCCESS
PAY00334,TXN00334,INV00334,2026-07-23,CUST0236,15934.58,INR,CARD,SUCCESS
PAY00334_DUP,TXN00334_DUP,INV00334,2026-07-23,CUST0236,15934.58,INR,CARD,SUCCESS
PAY00335,TXN00335,INV00335,2026-08-12,CUST0017,42214.44,INR,UPI,SUCCESS
PAY00336,TXN00336,INV00336,2026-07-29,CUST0018,59979.6,INR,UPI,SUCCESS
PAY00337,TXN00337,INV00337,2026-07-15,CUST0225,54206.1,INR,UPI,SUCCESS
PAY00338,TXN00338,INV00338,2026-07-21,CUST0295,57958.74,INR,NETBANKING,SUCCESS
PAY00339,TXN00339,INV00339,2026-07-15,CUST0267,41649.24,INR,NETBANKING,SUCCESS
PAY00340,TXN00340,INV00340,2026-08-10,CUST0090,68035.64,INR,WALLET,SUCCESS
PAY00341,TXN00341,INV00341,2026-08-20,CUST0196,52684.07,INR,WALLET,SUCCESS
PAY00342,TXN00342,INV00342,2026-08-18,CUST0095,54023.86,INR,CARD,SUCCESS
PAY00343,TXN00343,INV00343,2026-07-30,CUST0074,91516.75,INR,WALLET,SUCCESS
PAY00344,TXN00344,INV00344,2026-07-17,CUST0125,20732.0,INR,UPI,SUCCESS
PAY00345,TXN00345,INV00345,2026-08-16,CUST0275,83025.93,INR,UPI,SUCCESS
PAY00346,TXN00346,INV00346,2026-07-05,CUST0021,19222.25,INR,CARD,SUCCESS
PAY00347,TXN00347,INV00347,2026-07-14,CUST0008,93747.4,INR,UPI,SUCCESS
PAY00348,TXN00348,INV00348,2026-07-26,CUST0105,91555.08,INR,NETBANKING,SUCCESS
PAY00349,TXN00349,INV00349,2026-08-11,CUST0274,36246.33,INR,NETBANKING,SUCCESS
PAY00350,TXN00350,INV00350,2026-08-16,CUST0051,47214.3,INR,NETBANKING,SUCCESS
PAY00351,TXN00351,INV00351,2026-07-03,CUST0212,56471.21,INR,CARD,SUCCESS
PAY00352,TXN00352,INV00352,2026-08-07,CUST0284,58124.72,INR,WALLET,SUCCESS
PAY00353,TXN00353,INV00353,2026-07-25,CUST0118,57194.06,INR,CARD,SUCCESS
PAY00354,TXN00354,INV00354,2026-07-17,CUST0173,76454.38,INR,WALLET,SUCCESS
PAY00355,TXN00355,INV00355,2026-08-16,CUST0087,79600.06,INR,CARD,SUCCESS
PAY00356,TXN00356,INV00356,2026-08-04,CUST0095,99037.19,INR,UPI,SUCCESS
PAY00357,TXN00357,INV00357,2026-08-18,CUST0025,1135.19,INR,CARD,SUCCESS
PAY00358,TXN00358,INV00358,2026-07-01,CUST0078,22262.61,INR,WALLET,SUCCESS
PAY00359,TXN00359,INV00359,2026-08-12,CUST0248,49041.51,INR,UPI,SUCCESS
PAY00360,TXN00360,INV00360,2026-08-03,CUST0009,72358.18,INR,NETBANKING,SUCCESS
PAY00361,TXN00361,INV00361,2026-07-12,CUST0221,11148.13,INR,UPI,SUCCESS
PAY00362,TXN00362,INV00362,2026-07-17,CUST0270,81613.83,INR,NETBANKING,SUCCESS
PAY00363,TXN00363,INV00363,2026-07-30,CUST0208,56717.72,INR,CARD,SUCCESS
PAY00364,TXN00364,INV00364,2026-07-06,CUST0017,40825.19,INR,WALLET,SUCCESS
PAY00365,TXN00365,INV00365,2026-08-14,CUST0005,17552.67,INR,WALLET,SUCCESS
PAY00366,TXN00366,INV00366,2026-07-07,CUST0290,89531.73,INR,UPI,SUCCESS
PAY00367,TXN00367,INV00367,2026-07-18,CUST0244,5132.92,INR,UPI,SUCCESS
PAY00368,TXN00368,INV00368,2026-08-12,CUST0289,3773.73,INR,NETBANKING,SUCCESS
PAY00369,TXN00369,INV00369,2026-08-18,CUST0074,82158.73,INR,WALLET,SUCCESS
PAY00370,TXN00370,INV00370,2026-07-16,CUST0289,56886.24,INR,WALLET,SUCCESS
PAY00371,TXN00371,INV00371,2026-08-18,CUST0197,74104.64,INR,UPI,SUCCESS
PAY00372,TXN00372,INV00372,2026-07-28,CUST0051,23598.33,INR,UPI,SUCCESS
PAY00373,TXN00373,INV00373,2026-08-19,CUST0204,32974.48,INR,NETBANKING,SUCCESS
PAY00374,TXN00374,INV00374,2026-07-23,CUST0117,55527.25,INR,WALLET,SUCCESS
PAY00375,TXN00375,INV00375,2026-07-06,CUST0195,77330.66,INR,NETBANKING,SUCCESS
PAY00376,TXN00376,INV00376,2026-07-18,CUST0043,15844.99,INR,CARD,SUCCESS
PAY00377,TXN00377,INV00377,2026-07-06,CUST0055,1016.92,INR,NETBANKING,SUCCESS
PAY00378,TXN00378,INV00378,2026-07-06,CUST0068,19145.48,INR,WALLET,SUCCESS
PAY00379,TXN00379,INV00379,2026-07-02,CUST0053,9417.07,INR,UPI,SUCCESS
PAY00380,TXN00380,INV00380,2026-07-19,CUST0007,41674.1,INR,UPI,SUCCESS
PAY00381,TXN00381,INV00381,2026-08-03,CUST0293,17373.5,INR,WALLET,SUCCESS
PAY00382,TXN00382,INV00382,2026-08-01,CUST0138,15020.51,INR,CARD,SUCCESS
PAY00383,TXN00383,INV00383,2026-08-20,CUST0248,8153.68,INR,NETBANKING,SUCCESS
PAY00383_DUP,TXN00383_DUP,INV00383,2026-08-20,CUST0248,8153.68,INR,NETBANKING,SUCCESS
PAY00384,TXN00384,INV00384,2026-08-08,CUST0254,61858.54,INR,WALLET,SUCCESS
PAY00385,TXN00385,INV00385,2026-07-22,CUST0203,84240.53,INR,WALLET,SUCCESS
PAY00386,TXN00386,INV00386,2026-07-28,CUST0172,81639.81,INR,CARD,SUCCESS
PAY00387,TXN00387,INV00387,2026-07-31,CUST0103,31761.24,INR,WALLET,SUCCESS
PAY00388,TXN00388,INV00388,2026-08-06,CUST0252,78306.45,INR,NETBANKING,SUCCESS
PAY00389,TXN00389,INV00389,2026-08-06,CUST0059,20380.1,INR,CARD,SUCCESS
PAY00390,TXN00390,INV00390,2026-08-15,CUST0237,21360.02,INR,NETBANKING,SUCCESS
PAY00391,TXN00391,INV00391,2026-07-09,CUST0256,63516.94,INR,CARD,SUCCESS
PAY00392,TXN00392,INV00392,2026-08-20,CUST0217,38010.59,INR,WALLET,SUCCESS
PAY00393,TXN00393,INV00393,2026-08-02,CUST0274,92387.83,INR,WALLET,SUCCESS
PAY00394,TXN00394,INV00394,2026-08-08,CUST0275,63998.95,INR,UPI,SUCCESS
PAY00395,TXN00395,INV00395,2026-07-11,CUST0182,64876.48,INR,UPI,SUCCESS
PAY00396,TXN00396,INV00396,2026-08-18,CUST0205,33493.87,INR,WALLET,SUCCESS
PAY00397,TXN00397,INV00397,2026-08-02,CUST0114,74811.88,INR,CARD,SUCCESS
PAY00398,TXN00398,INV00398,2026-07-10,CUST0257,34824.26,INR,UPI,SUCCESS
PAY00399,TXN00399,INV00399,2026-07-08,CUST0044,83216.12,INR,CARD,SUCCESS
PAY00400,TXN00400,INV00400,2026-08-03,CUST0106,48551.14,INR,WALLET,SUCCESS
PAY00401,TXN00401,INV00401,2026-07-21,CUST0232,7183.85,INR,UPI,SUCCESS
PAY00402,TXN00402,INV00402,2026-08-11,CUST0176,11381.59,INR,CARD,SUCCESS
PAY00403,TXN00403,INV00403,2026-07-12,CUST0265,55415.07,INR,NETBANKING,SUCCESS
PAY00404,TXN00404,INV00404,2026-08-10,CUST0208,18852.95,INR,WALLET,SUCCESS
PAY00405,TXN00405,INV00405,2026-07-29,CUST0102,59424.21,INR,WALLET,SUCCESS
PAY00406,TXN00406,INV00406,2026-08-18,CUST0143,70524.09,INR,UPI,SUCCESS
PAY00407,TXN00407,INV00407,2026-07-21,CUST0188,20108.89,INR,UPI,SUCCESS
PAY00408,TXN00408,INV00408,2026-08-08,CUST0161,39169.61,INR,WALLET,SUCCESS
PAY00409,TXN00409,INV00409,2026-08-09,CUST0235,17666.49,INR,NETBANKING,SUCCESS
PAY00410,TXN00410,INV00410,2026-07-21,CUST0069,12227.23,INR,NETBANKING,SUCCESS
PAY00411,TXN00411,INV00411,2026-08-02,CUST0073,39152.1,INR,CARD,SUCCESS
PAY00412,TXN00412,INV00412,2026-08-10,CUST0250,53969.24,INR,CARD,SUCCESS
PAY00413,TXN00413,INV00413,2026-07-12,CUST0072,31800.71,INR,WALLET,SUCCESS
PAY00414,TXN00414,INV00414,2026-07-09,CUST0249,19915.28,INR,WALLET,SUCCESS
PAY00415,TXN00415,INV00415,2026-07-27,CUST0252,71159.17,INR,WALLET,SUCCESS
PAY00416,TXN00416,INV00416,2026-08-20,CUST0016,76225.13,INR,NETBANKING,SUCCESS
PAY00417,TXN00417,INV00417,2026-07-11,CUST0148,78183.65,INR,WALLET,SUCCESS
PAY00418,TXN00418,INV00418,2026-07-18,CUST0059,77623.75,INR,NETBANKING,SUCCESS
PAY00419,TXN00419,INV00419,2026-08-04,CUST0226,22244.92,INR,WALLET,SUCCESS
PAY00420,TXN00420,INV00420,2026-07-03,CUST0153,45248.37,INR,NETBANKING,SUCCESS
PAY00421,TXN00421,INV00421,2026-08-19,CUST0061,81282.95,INR,CARD,SUCCESS
PAY00422,TXN00422,INV00422,2026-08-15,CUST0180,61221.05,INR,WALLET,SUCCESS
PAY00423,TXN00423,INV00423,2026-07-04,CUST0106,57222.4,INR,NETBANKING,SUCCESS
PAY00424,TXN00424,INV00424,2026-07-19,CUST0150,57487.19,INR,UPI,SUCCESS
PAY00425,TXN00425,INV00425,2026-08-11,CUST0142,13125.37,INR,CARD,SUCCESS
PAY00426,TXN00426,INV00426,2026-08-18,CUST0127,84433.79,INR,WALLET,SUCCESS
PAY00427,TXN00427,INV00427,2026-08-10,CUST0138,41715.4,INR,WALLET,SUCCESS
PAY00428,TXN00428,INV00428,2026-08-17,CUST0264,28183.46,INR,NETBANKING,SUCCESS
PAY00429,TXN00429,INV00429,2026-07-01,CUST0298,86956.32,INR,UPI,SUCCESS
PAY00430,TXN00430,INV00430,2026-07-05,CUST0184,79669.95,INR,WALLET,SUCCESS
PAY00431,TXN00431,INV00431,2026-07-18,CUST0254,32625.08,INR,NETBANKING,SUCCESS
PAY00432,TXN00432,INV00432,2026-08-01,CUST0290,78936.21,INR,UPI,SUCCESS
PAY00433,TXN00433,INV00433,2026-07-08,CUST0009,92978.57,INR,CARD,SUCCESS
PAY00434,TXN00434,INV00434,2026-08-14,CUST0104,90986.02,INR,NETBANKING,SUCCESS
PAY00435,TXN00435,INV00435,2026-07-17,CUST0185,8700.84,INR,CARD,SUCCESS
PAY00436,TXN00436,INV00436,2026-07-28,CUST0120,65720.78,INR,UPI,SUCCESS
PAY00437,TXN00437,INV00437,2026-08-07,CUST0068,23005.99,INR,WALLET,SUCCESS
PAY00438,TXN00438,INV00438,2026-07-28,CUST0062,69556.08,INR,WALLET,SUCCESS
PAY00439,TXN00439,INV00439,2026-07-07,CUST0053,31678.47,INR,NETBANKING,SUCCESS
PAY00440,TXN00440,INV00440,2026-07-05,CUST0074,53285.57,INR,UPI,SUCCESS
PAY00441,TXN00441,INV00441,2026-08-16,CUST0180,21699.02,INR,CARD,SUCCESS
PAY00442,TXN00442,INV00442,2026-07-14,CUST0227,9125.46,INR,UPI,SUCCESS
PAY00443,TXN00443,INV00443,2026-07-23,CUST0197,96343.25,INR,NETBANKING,SUCCESS
PAY00444,TXN00444,INV00444,2026-07-16,CUST0044,55562.96,INR,NETBANKING,SUCCESS
PAY00445,TXN00445,INV00445,2026-07-14,CUST0155,52016.04,INR,CARD,SUCCESS
PAY00446,TXN00446,INV00446,2026-08-20,CUST0028,89842.3,INR,CARD,SUCCESS
PAY00447,TXN00447,INV00447,2026-08-10,CUST0256,59596.01,INR,UPI,SUCCESS
PAY00448,TXN00448,INV00448,2026-07-27,CUST0292,36858.54,INR,CARD,SUCCESS
PAY00449,TXN00449,INV00449,2026-07-01,CUST0035,26587.44,INR,UPI,SUCCESS
PAY00450,TXN00450,INV00450,2026-08-10,CUST0147,71406.59,INR,WALLET,SUCCESS
PAY00451,TXN00451,INV00451,2026-08-04,CUST0275,61796.68,INR,NETBANKING,SUCCESS
PAY00452,TXN00452,INV00452,2026-07-10,CUST0105,53870.82,INR,WALLET,SUCCESS
PAY00453,TXN00453,INV00453,2026-07-20,CUST0034,70018.25,INR,CARD,SUCCESS
PAY00454,TXN00454,INV00454,2026-07-30,CUST0060,61423.53,INR,UPI,SUCCESS
PAY00455,TXN00455,INV00455,2026-07-08,CUST0090,1760.16,INR,CARD,SUCCESS
PAY00456,TXN00456,INV00456,2026-08-03,CUST0178,51963.67,INR,NETBANKING,SUCCESS
PAY00457,TXN00457,INV00457,2026-08-16,CUST0138,88698.27,INR,UPI,SUCCESS
PAY00458,TXN00458,INV00458,2026-07-05,CUST0269,26663.49,INR,UPI,SUCCESS
PAY00459,TXN00459,INV00459,2026-08-01,CUST0029,86006.3,INR,CARD,SUCCESS
PAY00460,TXN00460,INV00460,2026-08-13,CUST0294,72416.45,INR,CARD,SUCCESS
PAY00461,TXN00461,INV00461,2026-07-16,CUST0007,5075.16,INR,NETBANKING,SUCCESS
PAY00462,TXN00462,INV00462,2026-08-05,CUST0019,80409.99,INR,WALLET,SUCCESS
PAY00463,TXN00463,INV00463,2026-07-18,CUST0164,82686.7,INR,NETBANKING,SUCCESS
PAY00464,TXN00464,INV00464,2026-07-15,CUST0092,80531.63,INR,UPI,SUCCESS
PAY00465,TXN00465,INV00465,2026-07-21,CUST0160,9095.36,INR,WALLET,SUCCESS
PAY00466,TXN00466,INV00466,2026-08-20,CUST0289,30738.98,INR,CARD,SUCCESS
PAY00467,TXN00467,INV00467,2026-08-16,CUST0101,90094.11,INR,CARD,SUCCESS
PAY00468,TXN00468,INV00468,2026-08-04,CUST0120,34969.16,INR,UPI,SUCCESS
PAY00469,TXN00469,INV00469,2026-07-07,CUST0158,20916.84,INR,CARD,SUCCESS
PAY00470,TXN00470,INV00470,2026-07-06,CUST0144,4868.08,INR,CARD,SUCCESS
PAY00471,TXN00471,INV00471,2026-07-30,CUST0191,97468.2,INR,UPI,SUCCESS
PAY00472,TXN00472,INV00472,2026-07-05,CUST0202,59393.63,INR,UPI,SUCCESS
PAY00473,TXN00473,INV00473,2026-07-17,CUST0150,85165.91,INR,WALLET,SUCCESS
PAY00474,TXN00474,INV00474,2026-07-29,CUST0163,27559.61,INR,UPI,SUCCESS
PAY00474_DUP,TXN00474_DUP,INV00474,2026-07-29,CUST0163,27559.61,INR,UPI,SUCCESS
PAY00475,TXN00475,INV00475,2026-07-10,CUST0056,11012.95,INR,WALLET,SUCCESS
PAY00476,TXN00476,INV00476,2026-07-23,CUST0275,96481.15,INR,CARD,SUCCESS
PAY00477,TXN00477,INV00477,2026-07-06,CUST0062,16182.73,INR,NETBANKING,SUCCESS
PAY00478,TXN00478,INV00478,2026-07-14,CUST0021,83674.51,INR,NETBANKING,SUCCESS
PAY00479,TXN00479,INV00479,2026-07-26,CUST0183,51589.24,INR,NETBANKING,SUCCESS
PAY00480,TXN00480,INV00480,2026-07-29,CUST0208,55817.4,INR,CARD,SUCCESS
PAY00481,TXN00481,INV00481,2026-07-01,CUST0063,6636.08,INR,CARD,SUCCESS
PAY00482,TXN00482,INV00482,2026-08-07,CUST0044,58818.82,INR,UPI,SUCCESS
PAY00483,TXN00483,INV00483,2026-07-09,CUST0228,9651.87,INR,NETBANKING,SUCCESS
PAY00484,TXN00484,INV00484,2026-08-06,CUST0087,43599.06,INR,WALLET,SUCCESS
PAY00485,TXN00485,INV00485,2026-07-12,CUST0219,35717.35,INR,CARD,SUCCESS
PAY00486,TXN00486,INV00486,2026-08-09,CUST0018,62108.07,INR,CARD,SUCCESS
PAY00487,TXN00487,INV00487,2026-07-31,CUST0282,6567.42,INR,NETBANKING,SUCCESS
PAY00488,TXN00488,INV00488,2026-07-16,CUST0270,63260.06,INR,UPI,SUCCESS
PAY00489,TXN00489,INV00489,2026-08-20,CUST0279,48725.61,INR,NETBANKING,SUCCESS
PAY00490,TXN00490,INV00490,2026-08-08,CUST0164,22292.51,INR,NETBANKING,SUCCESS
PAY00491,TXN00491,INV00491,2026-08-19,CUST0184,58606.9,INR,CARD,SUCCESS
PAY00492,TXN00492,INV00492,2026-08-04,CUST0137,81720.37,INR,UPI,SUCCESS
PAY00493,TXN00493,INV00493,2026-07-23,CUST0199,93553.0,INR,CARD,SUCCESS
PAY00494,TXN00494,INV00494,2026-08-07,CUST0184,3306.55,INR,NETBANKING,SUCCESS
PAY00494_DUP,TXN00494_DUP,INV00494,2026-08-07,CUST0184,3306.55,INR,NETBANKING,SUCCESS
PAY00495,TXN00495,INV00495,2026-07-13,CUST0289,83751.34,INR,WALLET,SUCCESS
PAY00496,TXN00496,INV00496,2026-07-06,CUST0020,6088.71,INR,CARD,SUCCESS
PAY00497,TXN00497,INV00497,2026-08-09,CUST0170,20545.71,INR,CARD,SUCCESS
PAY00498,TXN00498,INV00498,2026-07-02,CUST0031,15197.35,INR,CARD,SUCCESS
PAY00499,TXN00499,INV00499,2026-07-24,CUST0038,70601.53,INR,WALLET,SUCCESS
PAY00500,TXN00500,INV00500,2026-07-09,CUST0166,97598.14,INR,WALLET,SUCCESS
PAY00501,TXN00501,INV00501,2026-07-12,CUST0163,70864.7,INR,NETBANKING,SUCCESS
PAY00502,TXN00502,INV00502,2026-07-20,CUST0194,73532.5,INR,NETBANKING,SUCCESS
PAY00503,TXN00503,INV00503,2026-07-26,CUST0294,85150.32,INR,UPI,SUCCESS
PAY00504,TXN00504,INV00504,2026-08-10,CUST0114,56772.25,INR,WALLET,SUCCESS
PAY00505,TXN00505,INV00505,2026-07-23,CUST0122,98246.78,INR,CARD,SUCCESS
PAY00506,TXN00506,INV00506,2026-07-29,CUST0172,1633.86,INR,CARD,SUCCESS
PAY00507,TXN00507,INV00507,2026-08-20,CUST0132,11249.44,INR,UPI,SUCCESS
PAY00508,TXN00508,INV00508,2026-07-11,CUST0215,88512.92,INR,WALLET,SUCCESS
PAY00509,TXN00509,INV00509,2026-08-20,CUST0246,86473.05,INR,CARD,SUCCESS
PAY00510,TXN00510,INV00510,2026-07-02,CUST0151,32212.33,INR,UPI,SUCCESS
PAY00511,TXN00511,INV00511,2026-08-16,CUST0083,7962.74,INR,UPI,SUCCESS
PAY00512,TXN00512,INV00512,2026-07-28,CUST0016,94273.0,INR,CARD,SUCCESS
PAY00513,TXN00513,INV00513,2026-07-07,CUST0028,33443.91,INR,CARD,SUCCESS
PAY00514,TXN00514,INV00514,2026-07-17,CUST0277,66229.49,INR,NETBANKING,SUCCESS
PAY00515,TXN00515,INV00515,2026-08-05,CUST0293,84065.52,INR,CARD,SUCCESS
PAY00516,TXN00516,INV00516,2026-07-19,CUST0045,82477.78,INR,WALLET,SUCCESS
PAY00517,TXN00517,INV00517,2026-08-10,CUST0088,29535.24,INR,UPI,SUCCESS
PAY00518,TXN00518,INV00518,2026-07-31,CUST0204,49165.13,INR,NETBANKING,SUCCESS
PAY00519,TXN00519,INV00519,2026-07-24,CUST0095,88606.52,INR,NETBANKING,SUCCESS
PAY00520,TXN00520,INV00520,2026-07-30,CUST0226,26708.38,INR,NETBANKING,SUCCESS
PAY00521,TXN00521,INV00521,2026-07-06,CUST0050,66980.05,INR,WALLET,SUCCESS
PAY00522,TXN00522,INV00522,2026-08-03,CUST0199,42153.89,INR,WALLET,SUCCESS
PAY00523,TXN00523,INV00523,2026-07-06,CUST0154,39783.03,INR,UPI,SUCCESS
PAY00524,TXN00524,INV00524,2026-07-08,CUST0076,94950.85,INR,WALLET,SUCCESS
PAY00525,TXN00525,INV00525,2026-07-09,CUST0099,4746.25,INR,UPI,SUCCESS
PAY00526,TXN00526,INV00526,2026-07-21,CUST0133,91125.05,INR,UPI,SUCCESS
PAY00527,TXN00527,INV00527,2026-07-21,CUST0283,85734.11,INR,WALLET,SUCCESS
PAY00528,TXN00528,INV00528,2026-08-20,CUST0268,42249.59,INR,WALLET,SUCCESS
PAY00529,TXN00529,INV00529,2026-08-18,CUST0299,96500.75,INR,UPI,SUCCESS
PAY00530,TXN00530,INV00530,2026-08-04,CUST0147,88073.51,INR,WALLET,SUCCESS
PAY00531,TXN00531,INV00531,2026-08-08,CUST0293,47568.14,INR,CARD,SUCCESS
PAY00532,TXN00532,INV00532,2026-07-03,CUST0206,39881.38,INR,NETBANKING,SUCCESS
PAY00533,TXN00533,INV00533,2026-07-18,CUST0244,89754.62,INR,UPI,SUCCESS
PAY00534,TXN00534,INV00534,2026-08-01,CUST0144,85894.36,INR,UPI,SUCCESS
PAY00535,TXN00535,INV00535,2026-08-19,CUST0227,82669.42,INR,NETBANKING,SUCCESS
PAY00536,TXN00536,INV00536,2026-07-13,CUST0046,44450.8,INR,WALLET,SUCCESS
PAY00537,TXN00537,INV00537,2026-08-02,CUST0029,79253.29,INR,UPI,SUCCESS
PAY00538,TXN00538,INV00538,2026-08-19,CUST0070,85203.89,INR,UPI,SUCCESS
PAY00539,TXN00539,INV00539,2026-07-03,CUST0128,45916.64,INR,NETBANKING,SUCCESS
PAY00540,TXN00540,INV00540,2026-08-02,CUST0238,39995.76,INR,UPI,SUCCESS
PAY00541,TXN00541,INV00541,2026-08-08,CUST0251,44887.29,INR,WALLET,SUCCESS
PAY00542,TXN00542,INV00542,2026-07-17,CUST0084,75021.63,INR,UPI,SUCCESS
PAY00543,TXN00543,INV00543,2026-08-06,CUST0084,78093.1,INR,CARD,SUCCESS
PAY00544,TXN00544,INV00544,2026-08-11,CUST0138,41245.97,INR,UPI,SUCCESS
PAY00545,TXN00545,INV00545,2026-08-11,CUST0068,17733.47,INR,UPI,SUCCESS
PAY00546,TXN00546,INV00546,2026-07-28,CUST0141,89600.56,INR,NETBANKING,SUCCESS
