payment_id,transaction_id,invoice_id,payment_date,customer_id,amount,currency,payment_method,status_payment,settlement_id,settlement_date,settled_amount,fees,tax,status_settlement,customer_id_invoice,invoice_amount,paid_amount,status,issues,is_reconciled,reconciliation_status
PAY00119,TXN00119,INV00119,2026-07-04,CUST0037,17009.32,INR,NETBANKING,SUCCESS,SET00119,2026-07-06,17009.32,255.14,45.93,SETTLED,CUST0037,17009.32,17009.32,PAID,NONE,True,MATCHED
PAY00120,TXN00120,INV00120,2026-07-08,CUST0225,47135.45,INR,NETBANKING,SUCCESS,SET00120,2026-07-11,47135.45,707.03,127.27,SETTLED,CUST0225,47135.45,47135.45,PAID,NONE,True,MATCHED
PAY00121,TXN00121,INV00121,2026-08-01,CUST0277,44057.01,INR,UPI,SUCCESS,SET00121,2026-08-03,42809.95,660.86,118.95,SETTLED,CUST0277,44057.01,44057.01,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00122,TXN00122,INV00122,2026-07-06,CUST0014,23277.98,INR,UPI,SUCCESS,SET00122,2026-07-13,23277.98,349.17,62.85,SETTLED,CUST0014,23277.98,23277.98,PAID,DELAYED_SETTLEMENT,False,EXCEPTION
PAY00123,TXN00123,INV00123,2026-07-31,CUST0090,52136.9,INR,WALLET,SUCCESS,,,,,,,CUST0090,52136.9,52136.9,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00124,TXN00124,INV00124,2026-08-10,CUST0224,81517.37,INR,UPI,SUCCESS,SET00124,2026-08-12,81517.37,1222.76,220.1,SETTLED,CUST0224,81517.37,81517.37,PAID,NONE,True,MATCHED
PAY00125,TXN00125,INV00125,2026-08-12,CUST0165,10907.69,INR,CARD,SUCCESS,SET00125,2026-08-14,10907.69,163.62,29.45,SETTLED,CUST0165,10907.69,10907.69,PAID,NONE,True,MATCHED
PAY00126,TXN00126,INV00126,2026-08-12,CUST0148,94546.76,INR,UPI,SUCCESS,SET00126,2026-08-14,94546.76,1418.2,255.28,SETTLED,CUST0148,94546.76,94546.76,PAID,NONE,True,MATCHED
PAY00127,TXN00127,INV00127,2026-07-08,CUST0166,97033.38,INR,WALLET,SUCCESS,SET00127,2026-07-11,95281.58,1455.5,261.99,SETTLED,CUST0166,97033.38,97033.38,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00128,TXN00128,INV00128,2026-07-27,CUST0237,5893.31,INR,NETBANKING,SUCCESS,SET00128,2026-07-30,5893.31,88.4,15.91,SETTLED,CUST0237,5893.31,5893.31,PAID,NONE,True,MATCHED
PAY00129,TXN00129,INV00129,2026-08-18,CUST0227,5635.37,INR,NETBANKING,SUCCESS,SET00129,2026-08-20,5635.37,84.53,15.22,SETTLED,CUST0227,5635.37,5635.37,PAID,NONE,True,MATCHED
PAY00130,TXN00130,INV00130,2026-07-08,CUST0249,3372.51,INR,CARD,SUCCESS,SET00130,2026-07-11,3372.51,50.59,9.11,SETTLED,CUST0249,3372.51,3372.51,PAID,NONE,True,MATCHED
PAY00131,TXN00131,INV00131,2026-08-05,CUST0008,41095.07,INR,CARD,SUCCESS,SET00131,2026-08-13,41095.07,616.43,110.96,SETTLED,CUST0008,41095.07,41095.07,PAID,DELAYED_SETTLEMENT,False,EXCEPTION
PAY00132,TXN00132,INV00132,2026-08-01,CUST0079,93298.98,INR,NETBANKING,SUCCESS,SET00132,2026-08-03,93298.98,1399.48,251.91,SETTLED,CUST0079,93298.98,93298.98,PAID,NONE,True,MATCHED
PAY00133,TXN00133,INV00133,2026-07-31,CUST0248,24751.23,INR,CARD,SUCCESS,SET00133,2026-08-03,24751.23,371.27,66.83,SETTLED,CUST0248,24751.23,24751.23,PAID,NONE,True,MATCHED
PAY00134,TXN00134,INV00134,2026-07-05,CUST0070,27986.62,INR,WALLET,SUCCESS,SET00134,2026-07-07,27986.62,419.8,75.56,SETTLED,CUST0070,27986.62,27986.62,PAID,NONE,True,MATCHED
PAY00135,TXN00135,INV00135,2026-07-19,CUST0002,72742.07,INR,WALLET,SUCCESS,SET00135,2026-07-22,71721.82,1091.13,196.4,SETTLED,CUST0002,72742.07,72742.07,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00136,TXN00136,INV00136,2026-08-05,CUST0171,76405.83,INR,WALLET,SUCCESS,SET00136,2026-08-06,76405.83,1146.09,206.3,SETTLED,CUST0171,76405.83,76405.83,PAID,NONE,True,MATCHED
PAY00137,TXN00137,INV00137,2026-08-06,CUST0123,38605.6,INR,WALLET,SUCCESS,SET00137,2026-08-08,38605.6,579.08,104.23,SETTLED,CUST0123,38605.6,38605.6,PAID,NONE,True,MATCHED
PAY00138,TXN00138,INV00138,2026-07-25,CUST0196,98847.19,INR,CARD,SUCCESS,SET00138,2026-07-26,98847.19,1482.71,266.89,SETTLED,CUST0196,98847.19,98847.19,PAID,NONE,True,MATCHED
PAY00139,TXN00139,INV00139,2026-08-07,CUST0258,33533.47,INR,UPI,SUCCESS,SET00139,2026-08-08,32434.16,503.0,90.54,SETTLED,CUST0258,33533.47,33533.47,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00140,TXN00140,INV00140,2026-07-01,CUST0234,72383.16,INR,WALLET,SUCCESS,SET00140,2026-07-02,71391.13,1085.75,195.44,SETTLED,CUST0234,72383.16,72383.16,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00141,TXN00141,INV00141,2026-07-22,CUST0136,62514.31,INR,WALLET,SUCCESS,SET00141,2026-07-25,62514.31,937.71,168.79,SETTLED,CUST0136,62514.31,62514.31,PAID,NONE,True,MATCHED
PAY00142,TXN00142,INV00142,2026-07-25,CUST0274,95436.89,INR,WALLET,SUCCESS,SET00142,2026-07-28,95206.89,1431.55,257.68,SETTLED,CUST0274,95436.89,95436.89,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00143,TXN00143,INV00143,2026-07-15,CUST0148,74803.25,INR,WALLET,SUCCESS,SET00143,2026-07-16,74803.25,1122.05,201.97,SETTLED,CUST0148,78724.91,74803.25,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00144,TXN00144,INV00144,2026-07-11,CUST0228,69553.12,INR,UPI,SUCCESS,SET00144,2026-07-13,69553.12,1043.3,187.79,SETTLED,CUST0228,69553.12,69553.12,PAID,NONE,True,MATCHED
PAY00145,TXN00145,INV00145,2026-07-24,CUST0184,43353.34,INR,CARD,SUCCESS,SET00145,2026-07-27,43353.34,650.3,117.05,SETTLED,CUST0184,43353.34,43353.34,PAID,NONE,True,MATCHED
PAY00146,TXN00146,INV00146,2026-07-11,CUST0093,17919.4,INR,WALLET,SUCCESS,SET00146,2026-07-13,17919.4,268.79,48.38,SETTLED,CUST0093,17919.4,17919.4,PAID,NONE,True,MATCHED
PAY00147,TXN00147,INV00147,2026-07-10,CUST0299,23602.75,INR,NETBANKING,SUCCESS,SET00147,2026-07-11,23602.75,354.04,63.73,SETTLED,CUST0299,23602.75,23602.75,PAID,NONE,True,MATCHED
PAY00148,TXN00148,INV00148,2026-07-19,CUST0239,67922.28,INR,CARD,SUCCESS,SET00148,2026-07-22,67922.28,1018.83,183.39,SETTLED,CUST0239,67922.28,67922.28,PAID,NONE,True,MATCHED
PAY00149,TXN00149,INV00149,2026-08-10,CUST0154,96221.89,INR,NETBANKING,SUCCESS,SET00149,2026-08-11,96221.89,1443.33,259.8,SETTLED,CUST0154,96221.89,96221.89,PAID,NONE,True,MATCHED
PAY00150,TXN00150,INV00150,2026-07-31,CUST0197,11112.0,INR,WALLET,SUCCESS,SET00150,2026-08-02,11112.0,166.68,30.0,SETTLED,CUST0197,11112.0,11112.0,PAID,NONE,True,MATCHED
PAY00151,TXN00151,INV00151,2026-07-02,CUST0152,97805.48,INR,WALLET,SUCCESS,SET00151,2026-07-05,97805.48,1467.08,264.07,SETTLED,CUST0152,97805.48,97805.48,PAID,NONE,True,MATCHED
PAY00152,TXN00152,INV00152,2026-08-08,CUST0026,74644.63,INR,NETBANKING,SUCCESS,SET00152,2026-08-11,74644.63,1119.67,201.54,SETTLED,CUST0026,74644.63,74644.63,PAID,NONE,True,MATCHED
PAY00153,TXN00153,INV00153,2026-07-15,CUST0181,63843.48,INR,NETBANKING,SUCCESS,SET00153,2026-07-18,63843.48,957.65,172.38,SETTLED,CUST0181,63843.48,63843.48,PAID,NONE,True,MATCHED
PAY00154,TXN00154,INV00154,2026-08-10,CUST0071,10167.81,INR,UPI,SUCCESS,SET00154,2026-08-11,10167.81,152.52,27.45,SETTLED,CUST0071,10167.81,10167.81,PAID,NONE,True,MATCHED
PAY00155,TXN00155,INV00155,2026-07-24,CUST0297,73369.8,INR,UPI,SUCCESS,,,,,,,CUST0297,73369.8,73369.8,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00156,TXN00156,INV00156,2026-07-12,CUST0213,20479.08,INR,NETBANKING,SUCCESS,SET00156,2026-07-13,20479.08,307.19,55.29,SETTLED,CUST0213,20479.08,20479.08,PAID,NONE,True,MATCHED
PAY00157,TXN00157,INV00157,2026-07-31,CUST0132,96754.72,INR,NETBANKING,SUCCESS,SET00157,2026-08-01,96754.72,1451.32,261.24,SETTLED,CUST0132,96754.72,96754.72,PAID,NONE,True,MATCHED
PAY00158,TXN00158,INV00158,2026-07-05,CUST0240,14505.32,INR,CARD,SUCCESS,SET00158,2026-07-08,12543.43,217.58,39.16,SETTLED,CUST0240,14505.32,14505.32,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00159,TXN00159,INV00159,2026-07-24,CUST0286,9485.14,INR,WALLET,SUCCESS,SET00159,2026-07-25,9485.14,142.28,25.61,SETTLED,CUST0286,9485.14,9485.14,PAID,NONE,True,MATCHED
PAY00160,TXN00160,INV00160,2026-07-24,CUST0233,67446.42,INR,NETBANKING,SUCCESS,SET00160,2026-07-26,67446.42,1011.7,182.11,SETTLED,CUST0233,67446.42,67446.42,PAID,NONE,True,MATCHED
PAY00161,TXN00161,INV00161,2026-08-13,CUST0056,23765.28,INR,UPI,SUCCESS,SET00161,2026-08-15,23765.28,356.48,64.17,SETTLED,CUST0056,23765.28,23765.28,PAID,NONE,True,MATCHED
PAY00162,TXN00162,INV00162,2026-08-11,CUST0114,6790.1,INR,WALLET,SUCCESS,,,,,,,CUST0114,6790.1,6790.1,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00163,TXN00163,INV00163,2026-07-08,CUST0210,14407.81,INR,UPI,SUCCESS,SET00163,2026-07-09,14407.81,216.12,38.9,SETTLED,CUST0210,14407.81,14407.81,PAID,NONE,True,MATCHED
PAY00164,TXN00164,INV00164,2026-07-16,CUST0050,88782.3,INR,CARD,SUCCESS,SET00164,2026-07-19,88782.3,1331.73,239.71,SETTLED,CUST0050,88782.3,88782.3,PAID,NONE,True,MATCHED
PAY00165,TXN00165,INV00165,2026-07-27,CUST0277,58940.36,INR,CARD,SUCCESS,SET00165,2026-07-28,57256.34,884.11,159.14,SETTLED,CUST0277,58940.36,58940.36,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00166,TXN00166,INV00166,2026-07-18,CUST0209,3755.27,INR,NETBANKING,SUCCESS,SET00166,2026-07-19,3755.27,56.33,10.14,SETTLED,CUST0209,3755.27,3755.27,PAID,NONE,True,MATCHED
PAY00167,TXN00167,INV00167,2026-07-07,CUST0186,98102.31,INR,NETBANKING,SUCCESS,SET00167,2026-07-09,98102.31,1471.53,264.88,SETTLED,CUST0186,98102.31,98102.31,PAID,NONE,True,MATCHED
PAY00168,TXN00168,INV00168,2026-07-26,CUST0032,27950.2,INR,UPI,SUCCESS,SET00168,2026-07-27,27950.2,419.25,75.47,SETTLED,CUST0032,27950.2,27950.2,PAID,DUPLICATE_PAYMENT,False,EXCEPTION
PAY00168_DUP,TXN00168_DUP,INV00168,2026-07-26,CUST0032,27950.2,INR,UPI,SUCCESS,,,,,,,CUST0032,27950.2,27950.2,PAID,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,False,EXCEPTION
PAY00169,TXN00169,INV00169,2026-08-11,CUST0109,64129.55,INR,UPI,SUCCESS,SET00169,2026-08-12,64129.55,961.94,173.15,SETTLED,CUST0109,64129.55,64129.55,PAID,NONE,True,MATCHED
PAY00170,TXN00170,INV00170,2026-08-20,CUST0065,56675.51,INR,UPI,SUCCESS,SET00170,2026-08-21,56675.51,850.13,153.02,SETTLED,CUST0065,56675.51,56675.51,PAID,NONE,True,MATCHED
PAY00171,TXN00171,INV00171,2026-07-15,CUST0111,33191.68,INR,CARD,SUCCESS,SET00171,2026-07-16,33191.68,497.88,89.62,SETTLED,CUST0111,33191.68,33191.68,PAID,NONE,True,MATCHED
PAY00172,TXN00172,INV00172,2026-07-10,CUST0142,98758.97,INR,NETBANKING,SUCCESS,SET00172,2026-07-13,98758.97,1481.38,266.65,SETTLED,CUST0142,98758.97,98758.97,PAID,NONE,True,MATCHED
PAY00173,TXN00173,INV00173,2026-07-09,CUST0014,1978.6,INR,CARD,SUCCESS,SET00173,2026-07-10,1978.6,29.68,5.34,SETTLED,CUST0014,1978.6,1978.6,PAID,NONE,True,MATCHED
PAY00174,TXN00174,INV00174,2026-07-04,CUST0136,13112.48,INR,WALLET,SUCCESS,SET00174,2026-07-05,13112.48,196.69,35.4,SETTLED,CUST0136,13112.48,13112.48,PAID,NONE,True,MATCHED
PAY00175,TXN00175,INV00175,2026-07-29,CUST0244,77912.7,INR,UPI,SUCCESS,SET00175,2026-08-01,77912.7,1168.69,210.36,SETTLED,CUST0244,77912.7,77912.7,PAID,NONE,True,MATCHED
PAY00176,TXN00176,INV00176,2026-08-16,CUST0023,78431.09,INR,NETBANKING,SUCCESS,SET00176,2026-08-17,78431.09,1176.47,211.76,SETTLED,CUST0023,78431.09,78431.09,PAID,NONE,True,MATCHED
PAY00177,TXN00177,INV00177,2026-07-26,CUST0246,42914.23,INR,UPI,SUCCESS,SET00177,2026-07-27,42914.23,643.71,115.87,SETTLED,CUST0246,42914.23,42914.23,PAID,NONE,True,MATCHED
PAY00178,TXN00178,INV00178,2026-07-21,CUST0042,61025.59,INR,UPI,SUCCESS,SET00178,2026-07-24,61025.59,915.38,164.77,SETTLED,CUST0042,61025.59,61025.59,PAID,NONE,True,MATCHED
PAY00179,TXN00179,INV00179,2026-08-05,CUST0300,71359.2,INR,WALLET,SUCCESS,SET00179,2026-08-19,71359.2,1070.39,192.67,SETTLED,CUST0300,71359.2,71359.2,PAID,DELAYED_SETTLEMENT,False,EXCEPTION
PAY00180,TXN00180,INV00180,2026-08-08,CUST0259,43304.83,INR,UPI,SUCCESS,SET00180,2026-08-11,41835.23,649.57,116.92,SETTLED,CUST0259,43304.83,43304.83,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00181,TXN00181,INV00181,2026-07-28,CUST0111,45429.71,INR,CARD,SUCCESS,SET00181,2026-07-30,45429.71,681.45,122.66,SETTLED,CUST0111,45429.71,45429.71,PAID,NONE,True,MATCHED
PAY00182,TXN00182,INV00182,2026-08-16,CUST0213,9961.04,INR,WALLET,SUCCESS,SET00182,2026-08-18,9961.04,149.42,26.9,SETTLED,CUST0213,9961.04,9961.04,PAID,NONE,True,MATCHED
PAY00183,TXN00183,INV00183,2026-08-13,CUST0079,92337.01,INR,UPI,SUCCESS,SET00183,2026-08-14,92337.01,1385.06,249.31,SETTLED,CUST0079,92337.01,92337.01,PAID,NONE,True,MATCHED
PAY00184,TXN00184,INV00184,2026-07-07,CUST0222,74586.6,INR,NETBANKING,SUCCESS,SET00184,2026-07-08,74586.6,1118.8,201.38,SETTLED,CUST0222,74586.6,74586.6,PAID,NONE,True,MATCHED
PAY00185,TXN00185,INV00185,2026-08-05,CUST0288,33299.78,INR,UPI,SUCCESS,SET00185,2026-08-07,33299.78,499.5,89.91,SETTLED,CUST0288,33299.78,33299.78,PAID,NONE,True,MATCHED
PAY00186,TXN00186,INV00186,2026-07-19,CUST0027,60240.8,INR,NETBANKING,SUCCESS,SET00186,2026-07-20,60240.8,903.61,162.65,SETTLED,CUST0027,60240.8,60240.8,PAID,NONE,True,MATCHED
PAY00187,TXN00187,INV00187,2026-08-12,CUST0080,48477.84,INR,UPI,SUCCESS,SET00187,2026-08-14,48477.84,727.17,130.89,SETTLED,CUST0080,48477.84,48477.84,PAID,NONE,True,MATCHED
PAY00188,TXN00188,INV00188,2026-08-18,CUST0059,28217.54,INR,CARD,SUCCESS,SET00188,2026-08-21,28217.54,423.26,76.19,SETTLED,CUST0059,28217.54,28217.54,PAID,NONE,True,MATCHED
PAY00189,TXN00189,INV00189,2026-07-02,CUST0286,61094.99,INR,NETBANKING,SUCCESS,SET00189,2026-07-05,61094.99,916.42,164.96,SETTLED,CUST0286,61094.99,61094.99,PAID,NONE,True,MATCHED
PAY00190,TXN00190,INV00190,2026-07-22,CUST0159,35426.83,INR,CARD,SUCCESS,SET00190,2026-07-25,34565.34,531.4,95.65,SETTLED,CUST0159,35426.83,35426.83,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00191,TXN00191,INV00191,2026-08-17,CUST0073,63500.62,INR,UPI,SUCCESS,SET00191,2026-08-18,63500.62,952.51,171.45,SETTLED,CUST0073,63500.62,63500.62,PAID,NONE,True,MATCHED
PAY00192,TXN00192,INV00192,2026-07-27,CUST0193,45637.76,INR,CARD,SUCCESS,SET00192,2026-07-29,45637.76,684.57,123.22,SETTLED,CUST0193,45637.76,45637.76,PAID,NONE,True,MATCHED
PAY00193,TXN00193,INV00193,2026-08-08,CUST0291,8953.23,INR,UPI,SUCCESS,SET00193,2026-08-09,8953.23,134.3,24.17,SETTLED,CUST0291,8953.23,8953.23,PAID,NONE,True,MATCHED
PAY00194,TXN00194,INV00194,2026-07-18,CUST0042,44589.74,INR,WALLET,SUCCESS,SET00194,2026-07-20,44589.74,668.85,120.39,SETTLED,CUST0042,44589.74,44589.74,PAID,NONE,True,MATCHED
PAY00195,TXN00195,INV00195,2026-07-14,CUST0140,75616.84,INR,UPI,SUCCESS,SET00195,2026-07-16,75616.84,1134.25,204.16,SETTLED,CUST0140,75616.84,75616.84,PAID,NONE,True,MATCHED
PAY00196,TXN00196,INV00196,2026-08-03,CUST0250,66879.69,INR,UPI,SUCCESS,SET00196,2026-08-04,66879.69,1003.2,180.58,SETTLED,CUST0250,66879.69,66879.69,PAID,NONE,True,MATCHED
PAY00197,TXN00197,INV00197,2026-07-14,CUST0004,30491.23,INR,CARD,SUCCESS,SET00197,2026-07-16,30491.23,457.37,82.33,SETTLED,CUST0004,30491.23,30491.23,PAID,NONE,True,MATCHED
PAY00198,TXN00198,INV00198,2026-07-08,CUST0168,1269.13,INR,WALLET,SUCCESS,SET00198,2026-07-11,1269.13,19.04,3.43,SETTLED,CUST0168,1269.13,1269.13,PAID,NONE,True,MATCHED
PAY00199,TXN00199,INV00199,2026-08-02,CUST0118,56092.99,INR,NETBANKING,SUCCESS,SET00199,2026-08-03,56092.99,841.39,151.45,SETTLED,CUST0118,56092.99,56092.99,PAID,NONE,True,MATCHED
PAY00200,TXN00200,INV00200,2026-07-02,CUST0224,46245.55,INR,UPI,SUCCESS,SET00200,2026-07-04,45056.09,693.68,124.86,SETTLED,CUST0224,46245.55,46245.55,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00201,TXN00201,INV00201,2026-07-19,CUST0214,11959.75,INR,UPI,SUCCESS,SET00201,2026-07-21,11959.75,179.4,32.29,SETTLED,CUST0214,13233.18,11959.75,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00202,TXN00202,INV00202,2026-07-06,CUST0186,43952.82,INR,UPI,SUCCESS,SET00202,2026-07-08,43952.82,659.29,118.67,SETTLED,CUST0186,43952.82,43952.82,PAID,NONE,True,MATCHED
PAY00203,TXN00203,INV00203,2026-07-06,CUST0269,39878.79,INR,NETBANKING,SUCCESS,SET00203,2026-07-08,39878.79,598.18,107.67,SETTLED,CUST0269,39878.79,39878.79,PAID,NONE,True,MATCHED
PAY00204,TXN00204,INV00204,2026-07-05,CUST0087,51293.09,INR,UPI,SUCCESS,SET00204,2026-07-07,51293.09,769.4,138.49,SETTLED,CUST0087,51293.09,51293.09,PAID,NONE,True,MATCHED
PAY00205,TXN00205,INV00205,2026-08-16,CUST0180,95843.22,INR,CARD,SUCCESS,SET00205,2026-08-18,95843.22,1437.65,258.78,SETTLED,CUST0180,95843.22,95843.22,PAID,NONE,True,MATCHED
PAY00206,TXN00206,INV00206,2026-07-12,CUST0102,60438.7,INR,UPI,SUCCESS,SET00206,2026-07-14,60438.7,906.58,163.18,SETTLED,CUST0102,60438.7,60438.7,PAID,NONE,True,MATCHED
PAY00207,TXN00207,INV00207,2026-08-18,CUST0238,56591.68,INR,WALLET,SUCCESS,SET00207,2026-08-21,56591.68,848.88,152.8,SETTLED,CUST0238,56591.68,56591.68,PAID,NONE,True,MATCHED
PAY00208,TXN00208,INV00208,2026-08-10,CUST0166,31955.82,INR,WALLET,SUCCESS,SET00208,2026-08-13,31955.82,479.34,86.28,SETTLED,CUST0166,31955.82,31955.82,PAID,NONE,True,MATCHED
PAY00209,TXN00209,INV00209,2026-08-20,CUST0156,27830.03,INR,UPI,SUCCESS,SET00209,2026-08-22,27830.03,417.45,75.14,SETTLED,CUST0156,27830.03,27830.03,PAID,NONE,True,MATCHED
PAY00210,TXN00210,INV00210,2026-07-29,CUST0237,4241.92,INR,NETBANKING,SUCCESS,SET00210,2026-08-01,4241.92,63.63,11.45,SETTLED,CUST0237,4241.92,4241.92,PAID,NONE,True,MATCHED
PAY00211,TXN00211,INV00211,2026-08-09,CUST0047,59610.94,INR,WALLET,SUCCESS,SET00211,2026-08-12,59610.94,894.16,160.95,SETTLED,CUST0047,59610.94,59610.94,PAID,NONE,True,MATCHED
PAY00212,TXN00212,INV00212,2026-07-29,CUST0022,90950.47,INR,CARD,SUCCESS,SET00212,2026-08-01,90950.47,1364.26,245.57,SETTLED,CUST0022,90950.47,90950.47,PAID,NONE,True,MATCHED
PAY00213,TXN00213,INV00213,2026-07-04,CUST0078,45327.05,INR,NETBANKING,SUCCESS,SET00213,2026-07-13,45327.05,679.91,122.38,SETTLED,CUST0078,45327.05,45327.05,PAID,DELAYED_SETTLEMENT,False,EXCEPTION
PAY00214,TXN00214,INV00214,2026-07-16,CUST0021,70908.36,INR,WALLET,SUCCESS,SET00214,2026-07-17,70908.36,1063.63,191.45,SETTLED,CUST0021,70908.36,70908.36,PAID,NONE,True,MATCHED
PAY00215,TXN00215,INV00215,2026-07-24,CUST0187,91834.71,INR,WALLET,SUCCESS,SET00215,2026-07-27,91834.71,1377.52,247.95,SETTLED,CUST0187,91834.71,91834.71,PAID,NONE,True,MATCHED
PAY00216,TXN00216,INV00216,2026-08-20,CUST0027,63273.21,INR,NETBANKING,SUCCESS,SET00216,2026-08-23,63273.21,949.1,170.84,SETTLED,CUST0027,63273.21,63273.21,PAID,NONE,True,MATCHED
PAY00217,TXN00217,INV00217,2026-07-19,CUST0198,25573.58,INR,CARD,SUCCESS,SET00217,2026-07-22,25573.58,383.6,69.05,SETTLED,CUST0198,25573.58,25573.58,PAID,NONE,True,MATCHED
PAY00218,TXN00218,INV00218,2026-07-23,CUST0073,31368.06,INR,WALLET,SUCCESS,SET00218,2026-07-24,31368.06,470.52,84.69,SETTLED,CUST0073,31368.06,31368.06,PAID,NONE,True,MATCHED
PAY00219,TXN00219,INV00219,2026-08-05,CUST0159,37979.59,INR,NETBANKING,SUCCESS,SET00219,2026-08-08,37979.59,569.69,102.54,SETTLED,CUST0159,37979.59,37979.59,PAID,NONE,True,MATCHED
PAY00220,TXN00220,INV00220,2026-07-06,CUST0270,64779.47,INR,WALLET,SUCCESS,SET00220,2026-07-08,64779.47,971.69,174.9,SETTLED,CUST0270,64779.47,64779.47,PAID,NONE,True,MATCHED
PAY00221,TXN00221,INV00221,2026-07-12,CUST0159,95141.35,INR,NETBANKING,SUCCESS,SET00221,2026-07-13,95141.35,1427.12,256.88,SETTLED,CUST0159,95141.35,95141.35,PAID,DUPLICATE_PAYMENT,False,EXCEPTION
PAY00221_DUP,TXN00221_DUP,INV00221,2026-07-12,CUST0159,95141.35,INR,NETBANKING,SUCCESS,,,,,,,CUST0159,95141.35,95141.35,PAID,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,False,EXCEPTION
PAY00222,TXN00222,INV00222,2026-07-09,CUST0116,15917.04,INR,NETBANKING,SUCCESS,SET00222,2026-07-12,15917.04,238.76,42.98,SETTLED,CUST0116,15917.04,15917.04,PAID,NONE,True,MATCHED
PAY00223,TXN00223,INV00223,2026-08-17,CUST0277,88426.38,INR,UPI,SUCCESS,SET00223,2026-08-18,88426.38,1326.4,238.75,SETTLED,CUST0277,88426.38,88426.38,PAID,NONE,True,MATCHED
PAY00224,TXN00224,INV00224,2026-07-10,CUST0193,16643.6,INR,CARD,SUCCESS,SET00224,2026-07-12,16643.6,249.65,44.94,SETTLED,CUST0193,16643.6,16643.6,PAID,NONE,True,MATCHED
PAY00225,TXN00225,INV00225,2026-08-13,CUST0187,72098.77,INR,WALLET,SUCCESS,SET00225,2026-08-15,72098.77,1081.48,194.67,SETTLED,CUST0187,72098.77,72098.77,PAID,NONE,True,MATCHED
PAY00226,TXN00226,INV00226,2026-08-04,CUST0120,24297.27,INR,WALLET,SUCCESS,,,,,,,CUST0120,24297.27,24297.27,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00227,TXN00227,INV00227,2026-07-29,CUST0293,46437.16,INR,NETBANKING,SUCCESS,SET00227,2026-08-01,46437.16,696.56,125.38,SETTLED,CUST0293,46437.16,46437.16,PAID,NONE,True,MATCHED
PAY00228,TXN00228,INV00228,2026-07-11,CUST0215,81780.68,INR,CARD,SUCCESS,SET00228,2026-07-14,80767.56,1226.71,220.81,SETTLED,CUST0215,81780.68,81780.68,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00229,TXN00229,INV00229,2026-08-05,CUST0191,93462.21,INR,UPI,SUCCESS,SET00229,2026-08-07,93462.21,1401.93,252.35,SETTLED,CUST0191,93462.21,93462.21,PAID,NONE,True,MATCHED
PAY00230,TXN00230,INV00230,2026-08-02,CUST0231,15161.19,INR,WALLET,SUCCESS,SET00230,2026-08-04,15161.19,227.42,40.94,SETTLED,CUST0231,15161.19,15161.19,PAID,NONE,True,MATCHED
PAY00231,TXN00231,INV00231,2026-07-02,CUST0179,41782.24,INR,WALLET,SUCCESS,SET00231,2026-07-04,41782.24,626.73,112.81,SETTLED,CUST0179,41782.24,41782.24,PAID,NONE,True,MATCHED
PAY00232,TXN00232,INV00232,2026-07-24,CUST0042,22841.61,INR,NETBANKING,SUCCESS,SET00232,2026-07-27,22841.61,342.62,61.67,SETTLED,CUST0042,22841.61,22841.61,PAID,DUPLICATE_PAYMENT,False,EXCEPTION
PAY00232_DUP,TXN00232_DUP,INV00232,2026-07-24,CUST0042,22841.61,INR,NETBANKING,SUCCESS,,,,,,,CUST0042,22841.61,22841.61,PAID,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,False,EXCEPTION
PAY00233,TXN00233,INV00233,2026-08-20,CUST0172,15031.91,INR,UPI,SUCCESS,SET00233,2026-08-23,15031.91,225.48,40.59,SETTLED,CUST0172,15031.91,15031.91,PAID,NONE,True,MATCHED
PAY00234,TXN00234,INV00234,2026-08-18,CUST0072,70700.85,INR,WALLET,SUCCESS,SET00234,2026-08-19,70700.85,1060.51,190.89,SETTLED,CUST0072,70700.85,70700.85,PAID,NONE,True,MATCHED
PAY00235,TXN00235,INV00235,2026-07-14,CUST0132,83578.83,INR,WALLET,SUCCESS,SET00235,2026-07-15,83578.83,1253.68,225.66,SETTLED,CUST0132,83578.83,83578.83,PAID,NONE,True,MATCHED
