payment_id,invoice_id,exception_type,is_exception,actual_exception,predicted_exception,issues
PAY00498,INV00498,NONE,False,False,False,NONE
PAY00499,INV00499,NONE,False,False,False,NONE
PAY00500,INV00500,NONE,False,False,False,NONE
PAY00501,INV00501,NONE,False,False,False,NONE
PAY00502,INV00502,NONE,False,False,False,NONE
PAY00503,INV00503,NONE,False,False,False,NONE
PAY00504,INV00504,NONE,False,False,False,NONE
PAY00505,INV00505,NONE,False,False,False,NONE
PAY00506,INV00506,NONE,False,False,False,NONE
PAY00507,INV00507,NONE,False,False,False,NONE
PAY00508,INV00508,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00509,INV00509,NONE,False,False,False,NONE
PAY00510,INV00510,NONE,False,False,False,NONE
PAY00511,INV00511,NONE,False,False,False,NONE
PAY00512,INV00512,NONE,False,False,False,NONE
PAY00513,INV00513,NONE,False,False,False,NONE
PAY00514,INV00514,NONE,False,False,False,NONE
PAY00515,INV00515,NONE,False,False,False,NONE
PAY00516,INV00516,NONE,False,False,False,NONE
PAY00517,INV00517,NONE,False,False,False,NONE
PAY00518,INV00518,NONE,False,False,False,NONE
PAY00519,INV00519,NONE,False,False,False,NONE
PAY00520,INV00520,NONE,False,False,False,NONE
PAY00521,INV00521,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00522,INV00522,NONE,False,False,False,NONE
PAY00523,INV00523,NONE,False,False,False,NONE
PAY00524,INV00524,NONE,False,False,False,NONE
PAY00525,INV00525,DELAYED_SETTLEMENT,True,True,True,DELAYED_SETTLEMENT
PAY00526,INV00526,NONE,False,False,False,NONE
PAY00527,INV00527,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00528,INV00528,NONE,False,False,False,NONE
PAY00529,INV00529,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00530,INV00530,NONE,False,False,False,NONE
PAY00531,INV00531,NONE,False,False,False,NONE
PAY00532,INV00532,NONE,False,False,False,NONE
PAY00533,INV00533,NONE,False,False,False,NONE
PAY00534,INV00534,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00535,INV00535,NONE,False,False,False,NONE
PAY00536,INV00536,NONE,False,False,False,NONE
PAY00537,INV00537,NONE,False,False,False,NONE
PAY00538,INV00538,NONE,False,False,False,NONE
PAY00539,INV00539,NONE,False,False,False,NONE
PAY00540,INV00540,NONE,False,False,False,NONE
PAY00541,INV00541,NONE,False,False,False,NONE
PAY00542,INV00542,NONE,False,False,False,NONE
PAY00543,INV00543,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00544,INV00544,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00545,INV00545,NONE,False,False,False,NONE
PAY00546,INV00546,NONE,False,False,False,NONE
PAY00547,INV00547,NONE,False,False,False,NONE
PAY00548,INV00548,NONE,False,False,False,NONE
PAY00549,INV00549,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00550,INV00550,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00551,INV00551,DELAYED_SETTLEMENT,True,True,True,DELAYED_SETTLEMENT
PAY00552,INV00552,NONE,False,False,False,NONE
PAY00553,INV00553,NONE,False,False,False,NONE
PAY00554,INV00554,NONE,False,False,False,NONE
PAY00555,INV00555,NONE,False,False,False,NONE
PAY00556,INV00556,NONE,False,False,False,NONE
PAY00557,INV00557,NONE,False,False,False,NONE
PAY00558,INV00558,NONE,False,False,False,NONE
PAY00559,INV00559,NONE,False,False,False,NONE
PAY00560,INV00560,NONE,False,False,False,NONE
PAY00561,INV00561,NONE,False,False,False,NONE
PAY00562,INV00562,NONE,False,False,False,NONE
PAY00563,INV00563,NONE,False,False,False,NONE
PAY00564,INV00564,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00565,INV00565,NONE,False,False,False,NONE
PAY00566,INV00566,NONE,False,False,False,NONE
PAY00567,INV00567,NONE,False,False,False,NONE
PAY00568,INV00568,NONE,False,False,False,NONE
PAY00569,INV00569,NONE,False,False,False,NONE
PAY00570,INV00570,NONE,False,False,False,NONE
PAY00571,INV00571,NONE,False,False,False,NONE
PAY00572,INV00572,NONE,False,False,False,NONE
PAY00573,INV00573,NONE,False,False,False,NONE
PAY00574,INV00574,NONE,False,False,False,NONE
PAY00575,INV00575,NONE,False,False,False,NONE
PAY00576,INV00576,NONE,False,False,False,NONE
PAY00577,INV00577,NONE,False,False,False,NONE
PAY00578,INV00578,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00579,INV00579,NONE,False,False,False,NONE
PAY00580,INV00580,NONE,False,False,False,NONE
PAY00581,INV00581,NONE,False,False,False,NONE
PAY00582,INV00582,NONE,False,False,False,NONE
PAY00583,INV00583,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00584,INV00584,NONE,False,False,False,NONE
PAY00585,INV00585,NONE,False,False,False,NONE
PAY00586,INV00586,NONE,False,False,False,NONE
PAY00587,INV00587,NONE,False,False,False,NONE
PAY00588,INV00588,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00589,INV00589,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00590,INV00590,NONE,False,False,False,NONE
PAY00591,INV00591,NONE,False,False,False,NONE
PAY00592,INV00592,NONE,False,False,False,NONE
PAY00593,INV00593,NONE,False,False,False,NONE
PAY00594,INV00594,NONE,False,False,False,NONE
PAY00595,INV00595,NONE,False,False,False,NONE
PAY00596,INV00596,NONE,False,False,False,NONE
PAY00597,INV00597,NONE,False,False,False,NONE
PAY00598,INV00598,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00599,INV00599,NONE,False,False,False,NONE
PAY00600,INV00600,NONE,False,False,False,NONE
PAY00601,INV00601,NONE,False,False,False,NONE
PAY00602,INV00602,NONE,False,False,False,NONE
PAY00603,INV00603,NONE,False,False,False,NONE
PAY00604,INV00604,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00605,INV00605,NONE,False,False,False,NONE
PAY00606,INV00606,NONE,False,False,False,NONE
PAY00607,INV00607,NONE,False,False,False,NONE
PAY00608,INV00608,NONE,False,False,False,NONE
PAY00609,INV00609,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00610,INV00610,NONE,False,False,False,NONE
PAY00611,INV00611,NONE,False,False,False,NONE
PAY00612,INV00612,NONE,False,False,False,NONE
PAY00613,INV00613,NONE,False,False,False,NONE
PAY00614,INV00614,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00615,INV00615,NONE,False,False,False,NONE
PAY00616,INV00616,NONE,False,False,False,NONE
PAY00617,INV00617,NONE,False,False,False,NONE
PAY00618,INV00618,NONE,False,False,False,NONE
PAY00619,INV00619,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00620,INV00620,NONE,False,False,False,NONE
PAY00621,INV00621,NONE,False,False,False,NONE
PAY00622,INV00622,NONE,False,False,False,NONE
PAY00623,INV00623,NONE,False,False,False,NONE
PAY00624,INV00624,NONE,False,False,False,NONE
PAY00625,INV00625,NONE,False,False,False,NONE
PAY00626,INV00626,NONE,False,False,False,NONE
PAY00627,INV00627,NONE,False,False,False,NONE
PAY00628,INV00628,NONE,False,False,False,NONE
PAY00629,INV00629,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00630,INV00630,NONE,False,False,False,NONE
PAY00631,INV00631,NONE,False,False,False,NONE
PAY00632,INV00632,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00633,INV00633,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00634,INV00634,NONE,False,False,False,NONE
PAY00635,INV00635,NONE,False,False,False,NONE
PAY00636,INV00636,NONE,False,False,False,NONE
PAY00637,INV00637,NONE,False,False,False,NONE
PAY00638,INV00638,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00639,INV00639,NONE,False,False,False,NONE
PAY00640,INV00640,NONE,False,False,False,NONE
PAY00641,INV00641,NONE,False,False,False,NONE
PAY00642,INV00642,NONE,False,False,False,NONE
PAY00643,INV00643,NONE,False,False,False,NONE
PAY00644,INV00644,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00645,INV00645,NONE,False,False,False,NONE
PAY00646,INV00646,NONE,False,False,False,NONE
PAY00647,INV00647,NONE,False,False,False,NONE
PAY00648,INV00648,NONE,False,False,False,NONE
PAY00649,INV00649,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00650,INV00650,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00651,INV00651,NONE,False,False,False,NONE
PAY00652,INV00652,NONE,False,False,False,NONE
PAY00653,INV00653,NONE,False,False,False,NONE
PAY00654,INV00654,NONE,False,False,False,NONE
PAY00655,INV00655,NONE,False,False,False,NONE
PAY00656,INV00656,NONE,False,False,False,NONE
PAY00657,INV00657,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00658,INV00658,NONE,False,False,False,NONE
PAY00659,INV00659,NONE,False,False,False,NONE
PAY00660,INV00660,NONE,False,False,False,NONE
PAY00661,INV00661,NONE,False,False,False,NONE
PAY00662,INV00662,NONE,False,False,False,NONE
PAY00663,INV00663,NONE,False,False,False,NONE
PAY00664,INV00664,NONE,False,False,False,NONE
PAY00665,INV00665,NONE,False,False,False,NONE
PAY00666,INV00666,NONE,False,False,False,NONE
PAY00667,INV00667,NONE,False,False,False,NONE
PAY00668,INV00668,NONE,False,False,False,NONE
PAY00669,INV00669,NONE,False,False,False,NONE
PAY00670,INV00670,NONE,False,False,False,NONE
PAY00671,INV00671,NONE,False,False,False,NONE
PAY00672,INV00672,NONE,False,False,False,NONE
PAY00673,INV00673,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00674,INV00674,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00675,INV00675,NONE,False,False,False,NONE
PAY00676,INV00676,NONE,False,False,False,NONE
PAY00677,INV00677,NONE,False,False,False,NONE
PAY00678,INV00678,NONE,False,False,False,NONE
PAY00679,INV00679,NONE,False,False,False,NONE
PAY00680,INV00680,NONE,False,False,False,NONE
PAY00681,INV00681,NONE,False,False,False,NONE
PAY00682,INV00682,NONE,False,False,False,NONE
PAY00683,INV00683,NONE,False,False,False,NONE
PAY00684,INV00684,NONE,False,False,False,NONE
PAY00685,INV00685,NONE,False,False,False,NONE
PAY00686,INV00686,NONE,False,False,False,NONE
PAY00687,INV00687,NONE,False,False,False,NONE
PAY00688,INV00688,NONE,False,False,False,NONE
PAY00689,INV00689,NONE,False,False,False,NONE
PAY00690,INV00690,NONE,False,False,False,NONE
PAY00691,INV00691,NONE,False,False,False,NONE
PAY00692,INV00692,NONE,False,False,False,NONE
PAY00693,INV00693,NONE,False,False,False,NONE
PAY00694,INV00694,NONE,False,False,False,NONE
PAY00695,INV00695,NONE,False,False,False,NONE
PAY00696,INV00696,NONE,False,False,False,NONE
PAY00697,INV00697,NONE,False,False,False,NONE
PAY00698,INV00698,NONE,False,False,False,NONE
PAY00699,INV00699,NONE,False,False,False,NONE
PAY00700,INV00700,NONE,False,False,False,NONE
PAY00701,INV00701,NONE,False,False,False,NONE
PAY00702,INV00702,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00703,INV00703,NONE,False,False,False,NONE
PAY00704,INV00704,NONE,False,False,False,NONE
PAY00705,INV00705,NONE,False,False,False,NONE
PAY00706,INV00706,NONE,False,False,False,NONE
PAY00707,INV00707,NONE,False,False,False,NONE
PAY00708,INV00708,NONE,False,False,False,NONE
PAY00709,INV00709,NONE,False,False,False,NONE
PAY00710,INV00710,NONE,False,False,False,NONE
PAY00711,INV00711,NONE,False,False,False,NONE
PAY00712,INV00712,NONE,False,False,False,NONE
PAY00713,INV00713,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00714,INV00714,NONE,False,False,False,NONE
PAY00715,INV00715,NONE,False,False,False,NONE
PAY00716,INV00716,NONE,False,False,False,NONE
PAY00717,INV00717,NONE,False,False,False,NONE
PAY00718,INV00718,NONE,False,False,False,NONE
PAY00719,INV00719,NONE,False,False,False,NONE
PAY00720,INV00720,NONE,False,False,False,NONE
PAY00721,INV00721,NONE,False,False,False,NONE
PAY00722,INV00722,NONE,False,False,False,NONE
PAY00723,INV00723,NONE,False,False,False,NONE
PAY00724,INV00724,NONE,False,False,False,NONE
PAY00725,INV00725,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00726,INV00726,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00727,INV00727,NONE,False,False,False,NONE
PAY00728,INV00728,NONE,False,False,False,NONE
PAY00729,INV00729,NONE,False,False,False,NONE
PAY00730,INV00730,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00731,INV00731,NONE,False,False,False,NONE
PAY00732,INV00732,NONE,False,False,False,NONE
PAY00733,INV00733,NONE,False,False,False,NONE
PAY00734,INV00734,NONE,False,False,False,NONE
PAY00735,INV00735,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00736,INV00736,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00737,INV00737,NONE,False,False,False,NONE
PAY00738,INV00738,NONE,False,False,False,NONE
PAY00739,INV00739,NONE,False,False,False,NONE
PAY00740,INV00740,NONE,False,False,False,NONE
PAY00741,INV00741,NONE,False,False,False,NONE
PAY00742,INV00742,NONE,False,False,False,NONE
PAY00743,INV00743,NONE,False,False,False,NONE
PAY00744,INV00744,NONE,False,False,False,NONE
PAY00745,INV00745,NONE,False,False,False,NONE
PAY00746,INV00746,NONE,False,False,False,NONE
PAY00747,INV00747,NONE,False,False,False,NONE
PAY00748,INV00748,NONE,False,False,False,NONE
PAY00749,INV00749,NONE,False,False,False,NONE
PAY00750,INV00750,NONE,False,False,False,NONE
PAY00751,INV00751,NONE,False,False,False,NONE
PAY00752,INV00752,NONE,False,False,False,NONE
PAY00753,INV00753,NONE,False,False,False,NONE
PAY00754,INV00754,NONE,False,False,False,NONE
PAY00755,INV00755,NONE,False,False,False,NONE
PAY00756,INV00756,NONE,False,False,False,NONE
PAY00757,INV00757,NONE,False,False,False,NONE
PAY00758,INV00758,NONE,False,False,False,NONE
PAY00759,INV00759,NONE,False,False,False,NONE
PAY00760,INV00760,NONE,False,False,False,NONE
PAY00761,INV00761,NONE,False,False,False,NONE
PAY00762,INV00762,NONE,False,False,False,NONE
PAY00763,INV00763,NONE,False,False,False,NONE
PAY00764,INV00764,NONE,False,False,False,NONE
PAY00765,INV00765,NONE,False,False,False,NONE
PAY00766,INV00766,NONE,False,False,False,NONE
PAY00767,INV00767,NONE,False,False,False,NONE
PAY00768,INV00768,NONE,False,False,False,NONE
PAY00769,INV00769,NONE,False,False,False,NONE
PAY00770,INV00770,NONE,False,False,False,NONE
PAY00771,INV00771,NONE,False,False,False,NONE
PAY00772,INV00772,NONE,False,False,False,NONE
PAY00773,INV00773,NONE,False,False,False,NONE
PAY00774,INV00774,NONE,False,False,False,NONE
PAY00775,INV00775,NONE,False,False,False,NONE
PAY00776,INV00776,NONE,False,False,False,NONE
PAY00777,INV00777,NONE,False,False,False,NONE
PAY00778,INV00778,NONE,False,False,False,NONE
PAY00779,INV00779,DUPLICATE_PAYMENT,True,True,True,DUPLICATE_PAYMENT
PAY00780,INV00780,NONE,False,False,False,NONE
PAY00781,INV00781,NONE,False,False,False,NONE
PAY00782,INV00782,NONE,False,False,False,NONE
PAY00783,INV00783,NONE,False,False,False,NONE
PAY00784,INV00784,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00785,INV00785,NONE,False,False,False,NONE
PAY00786,INV00786,NONE,False,False,False,NONE
PAY00787,INV00787,NONE,False,False,False,NONE
PAY00788,INV00788,NONE,False,False,False,NONE
PAY00789,INV00789,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00790,INV00790,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00791,INV00791,NONE,False,False,False,NONE
PAY00792,INV00792,NONE,False,False,False,NONE
PAY00793,INV00793,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00794,INV00794,NONE,False,False,False,NONE
PAY00795,INV00795,NONE,False,False,False,NONE
PAY00796,INV00796,NONE,False,False,False,NONE
PAY00797,INV00797,NONE,False,False,False,NONE
PAY00798,INV00798,NONE,False,False,False,NONE
PAY00799,INV00799,NONE,False,False,False,NONE
PAY00800,INV00800,NONE,False,False,False,NONE
PAY00801,INV00801,NONE,False,False,False,NONE
PAY00802,INV00802,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00803,INV00803,NONE,False,False,False,NONE
PAY00804,INV00804,NONE,False,False,False,NONE
PAY00805,INV00805,NONE,False,False,False,NONE
PAY00806,INV00806,NONE,False,False,False,NONE
PAY00807,INV00807,NONE,False,False,False,NONE
PAY00808,INV00808,NONE,False,False,False,NONE
PAY00809,INV00809,NONE,False,False,False,NONE
PAY00810,INV00810,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00811,INV00811,NONE,False,False,False,NONE
PAY00812,INV00812,NONE,False,False,False,NONE
PAY00813,INV00813,NONE,False,False,False,NONE
PAY00814,INV00814,NONE,False,False,False,NONE
PAY00815,INV00815,NONE,False,False,False,NONE
PAY00816,INV00816,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00817,INV00817,NONE,False,False,False,NONE
PAY00818,INV00818,NONE,False,False,False,NONE
PAY00819,INV00819,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00820,INV00820,NONE,False,False,False,NONE
PAY00821,INV00821,NONE,False,False,False,NONE
PAY00822,INV00822,NONE,False,False,False,NONE
PAY00823,INV00823,NONE,False,False,False,NONE
PAY00824,INV00824,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00825,INV00825,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00826,INV00826,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00827,INV00827,NONE,False,False,False,NONE
PAY00828,INV00828,DELAYED_SETTLEMENT,True,True,True,DELAYED_SETTLEMENT
PAY00829,INV00829,NONE,False,False,False,NONE
PAY00830,INV00830,NONE,False,False,False,NONE
PAY00831,INV00831,NONE,False,False,False,NONE
PAY00832,INV00832,NONE,False,False,False,NONE
PAY00833,INV00833,NONE,False,False,False,NONE
PAY00834,INV00834,NONE,False,False,False,NONE
PAY00835,INV00835,NONE,False,False,False,NONE
PAY00836,INV00836,NONE,False,False,False,NONE
PAY00837,INV00837,NONE,False,False,False,NONE
PAY00838,INV00838,NONE,False,False,False,NONE
PAY00839,INV00839,NONE,False,False,False,NONE
PAY00840,INV00840,NONE,False,False,False,NONE
PAY00841,INV00841,NONE,False,False,False,NONE
PAY00842,INV00842,NONE,False,False,False,NONE
PAY00843,INV00843,NONE,False,False,False,NONE
PAY00844,INV00844,DELAYED_SETTLEMENT,True,True,True,DELAYED_SETTLEMENT
PAY00845,INV00845,NONE,False,False,False,NONE
PAY00846,INV00846,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00847,INV00847,NONE,False,False,False,NONE
PAY00848,INV00848,NONE,False,False,False,NONE
PAY00849,INV00849,NONE,False,False,False,NONE
PAY00850,INV00850,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00851,INV00851,NONE,False,False,False,NONE
PAY00852,INV00852,NONE,False,False,False,NONE
PAY00853,INV00853,NONE,False,False,False,NONE
PAY00854,INV00854,NONE,False,False,False,NONE
PAY00855,INV00855,NONE,False,False,False,NONE
PAY00856,INV00856,NONE,False,False,False,NONE
PAY00857,INV00857,NONE,False,False,False,NONE
PAY00858,INV00858,NONE,False,False,False,NONE
PAY00859,INV00859,NONE,False,False,False,NONE
PAY00860,INV00860,NONE,False,False,False,NONE
PAY00861,INV00861,NONE,False,False,False,NONE
PAY00862,INV00862,NONE,False,False,False,NONE
PAY00863,INV00863,NONE,False,False,False,NONE
PAY00864,INV00864,NONE,False,False,False,NONE
PAY00865,INV00865,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00866,INV00866,NONE,False,False,False,NONE
PAY00867,INV00867,NONE,False,False,False,NONE
PAY00868,INV00868,NONE,False,False,False,NONE
PAY00869,INV00869,NONE,False,False,False,NONE
PAY00870,INV00870,NONE,False,False,False,NONE
PAY00871,INV00871,NONE,False,False,False,NONE
PAY00872,INV00872,NONE,False,False,False,NONE
PAY00873,INV00873,NONE,False,False,False,NONE
PAY00874,INV00874,NONE,False,False,False,NONE
PAY00875,INV00875,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00876,INV00876,NONE,False,False,False,NONE
PAY00877,INV00877,NONE,False,False,False,NONE
PAY00878,INV00878,NONE,False,False,False,NONE
PAY00879,INV00879,NONE,False,False,False,NONE
PAY00880,INV00880,NONE,False,False,False,NONE
PAY00881,INV00881,NONE,False,False,False,NONE
PAY00882,INV00882,NONE,False,False,False,NONE
PAY00883,INV00883,NONE,False,False,False,NONE
PAY00884,INV00884,NONE,False,False,False,NONE
PAY00885,INV00885,NONE,False,False,False,NONE
PAY00886,INV00886,NONE,False,False,False,NONE
PAY00887,INV00887,NONE,False,False,False,NONE
PAY00888,INV00888,NONE,False,False,False,NONE
PAY00889,INV00889,NONE,False,False,False,NONE
PAY00890,INV00890,NONE,False,False,False,NONE
PAY00891,INV00891,NONE,False,False,False,NONE
PAY00892,INV00892,DELAYED_SETTLEMENT,True,True,True,DELAYED_SETTLEMENT
PAY00893,INV00893,NONE,False,False,False,NONE
PAY00894,INV00894,NONE,False,False,False,NONE
PAY00895,INV00895,NONE,False,False,False,NONE
PAY00896,INV00896,NONE,False,False,False,NONE
PAY00897,INV00897,NONE,False,False,False,NONE
PAY00898,INV00898,NONE,False,False,False,NONE
PAY00899,INV00899,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00900,INV00900,NONE,False,False,False,NONE
PAY00901,INV00901,NONE,False,False,False,NONE
PAY00902,INV00902,NONE,False,False,False,NONE
PAY00903,INV00903,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00904,INV00904,NONE,False,False,False,NONE
PAY00905,INV00905,NONE,False,False,False,NONE
PAY00906,INV00906,NONE,False,False,False,NONE
PAY00907,INV00907,NONE,False,False,False,NONE
PAY00908,INV00908,NONE,False,False,False,NONE
PAY00909,INV00909,NONE,False,False,False,NONE
PAY00910,INV00910,NONE,False,False,False,NONE
PAY00911,INV00911,NONE,False,False,False,NONE
PAY00912,INV00912,NONE,False,False,False,NONE
PAY00913,INV00913,NONE,False,False,False,NONE
PAY00914,INV00914,NONE,False,False,False,NONE
PAY00915,INV00915,NONE,False,False,False,NONE
PAY00916,INV00916,NONE,False,False,False,NONE
PAY00917,INV00917,NONE,False,False,False,NONE
PAY00918,INV00918,NONE,False,False,False,NONE
PAY00919,INV00919,NONE,False,False,False,NONE
PAY00920,INV00920,NONE,False,False,False,NONE
PAY00921,INV00921,NONE,False,False,False,NONE
PAY00922,INV00922,NONE,False,False,False,NONE
PAY00923,INV00923,NONE,False,False,False,NONE
PAY00924,INV00924,NONE,False,False,False,NONE
PAY00925,INV00925,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00926,INV00926,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00927,INV00927,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00928,INV00928,NONE,False,False,False,NONE
PAY00929,INV00929,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00930,INV00930,NONE,False,False,False,NONE
PAY00931,INV00931,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00932,INV00932,NONE,False,False,False,NONE
PAY00933,INV00933,NONE,False,False,False,NONE
PAY00934,INV00934,NONE,False,False,False,NONE
PAY00935,INV00935,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00936,INV00936,NONE,False,False,False,NONE
PAY00937,INV00937,NONE,False,False,False,NONE
PAY00938,INV00938,NONE,False,False,False,NONE
PAY00939,INV00939,NONE,False,False,False,NONE
PAY00940,INV00940,NONE,False,False,False,NONE
PAY00941,INV00941,NONE,False,False,False,NONE
PAY00942,INV00942,NONE,False,False,False,NONE
PAY00943,INV00943,NONE,False,False,False,NONE
PAY00944,INV00944,NONE,False,False,False,NONE
PAY00945,INV00945,NONE,False,False,False,NONE
PAY00946,INV00946,NONE,False,False,False,NONE
PAY00947,INV00947,NONE,False,False,False,NONE
PAY00948,INV00948,NONE,False,False,False,NONE
PAY00949,INV00949,NONE,False,False,False,NONE
PAY00950,INV00950,NONE,False,False,False,NONE
PAY00951,INV00951,MISSING_SETTLEMENT,True,True,True,MISSING_SETTLEMENT
PAY00952,INV00952,NONE,False,False,False,NONE
PAY00953,INV00953,NONE,False,False,False,NONE
PAY00954,INV00954,NONE,False,False,False,NONE
PAY00955,INV00955,DUPLICATE_PAYMENT,True,True,True,DUPLICATE_PAYMENT
PAY00956,INV00956,NONE,False,False,False,NONE
PAY00957,INV00957,NONE,False,False,False,NONE
PAY00958,INV00958,NONE,False,False,False,NONE
PAY00959,INV00959,NONE,False,False,False,NONE
PAY00960,INV00960,NONE,False,False,False,NONE
PAY00961,INV00961,NONE,False,False,False,NONE
PAY00962,INV00962,NONE,False,False,False,NONE
PAY00963,INV00963,NONE,False,False,False,NONE
PAY00964,INV00964,NONE,False,False,False,NONE
PAY00965,INV00965,NONE,False,False,False,NONE
PAY00966,INV00966,NONE,False,False,False,NONE
PAY00967,INV00967,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00968,INV00968,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00969,INV00969,NONE,False,False,False,NONE
PAY00970,INV00970,NONE,False,False,False,NONE
PAY00971,INV00971,NONE,False,False,False,NONE
PAY00972,INV00972,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00973,INV00973,DELAYED_SETTLEMENT,True,True,True,DELAYED_SETTLEMENT
PAY00974,INV00974,NONE,False,False,False,NONE
PAY00975,INV00975,DUPLICATE_PAYMENT,True,True,True,DUPLICATE_PAYMENT
PAY00976,INV00976,NONE,False,False,False,NONE
PAY00977,INV00977,INVOICE_MISMATCH,True,True,True,INVOICE_MISMATCH
PAY00978,INV00978,NONE,False,False,False,NONE
PAY00979,INV00979,NONE,False,False,False,NONE
PAY00980,INV00980,NONE,False,False,False,NONE
PAY00981,INV00981,AMOUNT_MISMATCH,True,True,True,AMOUNT_MISMATCH
PAY00982,INV00982,NONE,False,False,False,NONE
PAY00983,INV00983,NONE,False,False,False,NONE
PAY00984,INV00984,NONE,False,False,False,NONE
PAY00985,INV00985,NONE,False,False,False,NONE
PAY00986,INV00986,NONE,False,False,False,NONE
PAY00987,INV00987,NONE,False,False,False,NONE
PAY00988,INV00988,NONE,False,False,False,NONE
PAY00989,INV00989,NONE,False,False,False,NONE
PAY00990,INV00990,NONE,False,False,False,NONE
PAY00991,INV00991,NONE,False,False,False,NONE
PAY00992,INV00992,NONE,False,False,False,NONE
PAY00993,INV00993,NONE,False,False,False,NONE
PAY00994,INV00994,NONE,False,False,False,NONE
PAY00995,INV00995,NONE,False,False,False,NONE
PAY00996,INV00996,NONE,False,False,False,NONE
