invoice_id,customer_id,invoice_date,due_date,invoice_amount,paid_amount,status
INV00358,CUST0078,2026-06-27,2026-07-12,22262.61,22262.61,PAID
INV00359,CUST0248,2026-08-09,2026-08-24,49041.51,49041.51,PAID
INV00360,CUST0009,2026-07-29,2026-08-13,72358.18,72358.18,PAID
INV00361,CUST0221,2026-07-11,2026-07-26,11148.13,11148.13,PAID
INV00362,CUST0270,2026-07-17,2026-08-01,81613.83,81613.83,PAID
INV00363,CUST0208,2026-07-30,2026-08-14,56717.72,56717.72,PAID
INV00364,CUST0017,2026-07-06,2026-07-21,40825.19,40825.19,PAID
INV00365,CUST0005,2026-08-09,2026-08-24,17552.67,17552.67,PAID
INV00366,CUST0290,2026-07-02,2026-07-17,89531.73,89531.73,PAID
INV00367,CUST0244,2026-07-16,2026-07-31,5132.92,5132.92,PAID
INV00368,CUST0289,2026-08-11,2026-08-26,3773.73,3773.73,PAID
INV00369,CUST0074,2026-08-16,2026-08-31,82158.73,82158.73,PAID
INV00370,CUST0289,2026-07-12,2026-07-27,56886.24,56886.24,PAID
INV00371,CUST0197,2026-08-16,2026-08-31,74104.64,74104.64,PAID
INV00372,CUST0051,2026-07-24,2026-08-08,23598.33,23598.33,PAID
INV00373,CUST0204,2026-08-16,2026-08-31,32974.48,32974.48,PAID
INV00374,CUST0117,2026-07-18,2026-08-02,55527.25,55527.25,PAID
INV00375,CUST0195,2026-07-01,2026-07-16,77330.66,77330.66,PAID
INV00376,CUST0043,2026-07-16,2026-07-31,15844.99,15844.99,PAID
INV00377,CUST0055,2026-07-04,2026-07-19,1016.92,1016.92,PAID
INV00378,CUST0068,2026-07-02,2026-07-17,19145.48,19145.48,PAID
INV00379,CUST0053,2026-06-30,2026-07-15,9417.07,9417.07,PAID
INV00380,CUST0007,2026-07-15,2026-07-30,41674.1,41674.1,PAID
INV00381,CUST0293,2026-08-01,2026-08-16,17373.5,17373.5,PAID
INV00382,CUST0138,2026-07-29,2026-08-13,15020.51,15020.51,PAID
INV00383,CUST0248,2026-08-15,2026-08-30,8153.68,8153.68,PAID
INV00384,CUST0254,2026-08-06,2026-08-21,61858.54,61858.54,PAID
INV00385,CUST0203,2026-07-20,2026-08-04,84240.53,84240.53,PAID
INV00386,CUST0172,2026-07-24,2026-08-08,81639.81,81639.81,PAID
INV00387,CUST0103,2026-07-26,2026-08-10,33572.76,31761.24,PAID
INV00388,CUST0252,2026-08-03,2026-08-18,78306.45,78306.45,PAID
INV00389,CUST0059,2026-08-02,2026-08-17,20380.1,20380.1,PAID
INV00390,CUST0237,2026-08-15,2026-08-30,21360.02,21360.02,PAID
INV00391,CUST0256,2026-07-08,2026-07-23,63516.94,63516.94,PAID
INV00392,CUST0217,2026-08-17,2026-09-01,38010.59,38010.59,PAID
INV00393,CUST0274,2026-07-31,2026-08-15,92387.83,92387.83,PAID
INV00394,CUST0275,2026-08-07,2026-08-22,63998.95,63998.95,PAID
INV00395,CUST0182,2026-07-06,2026-07-21,64876.48,64876.48,PAID
INV00396,CUST0205,2026-08-18,2026-09-02,33493.87,33493.87,PAID
INV00397,CUST0114,2026-07-30,2026-08-14,74811.88,74811.88,PAID
INV00398,CUST0257,2026-07-08,2026-07-23,34824.26,34824.26,PAID
INV00399,CUST0044,2026-07-06,2026-07-21,83216.12,83216.12,PAID
INV00400,CUST0106,2026-07-29,2026-08-13,48551.14,48551.14,PAID
INV00401,CUST0232,2026-07-21,2026-08-05,7183.85,7183.85,PAID
INV00402,CUST0176,2026-08-06,2026-08-21,11381.59,11381.59,PAID
INV00403,CUST0265,2026-07-09,2026-07-24,55415.07,55415.07,PAID
INV00404,CUST0208,2026-08-05,2026-08-20,18852.95,18852.95,PAID
INV00405,CUST0102,2026-07-28,2026-08-12,59424.21,59424.21,PAID
INV00406,CUST0143,2026-08-14,2026-08-29,70524.09,70524.09,PAID
INV00407,CUST0188,2026-07-18,2026-08-02,20108.89,20108.89,PAID
INV00408,CUST0161,2026-08-06,2026-08-21,39169.61,39169.61,PAID
INV00409,CUST0235,2026-08-05,2026-08-20,17666.49,17666.49,PAID
INV00410,CUST0069,2026-07-19,2026-08-03,12227.23,12227.23,PAID
INV00411,CUST0073,2026-07-30,2026-08-14,39152.1,39152.1,PAID
INV00412,CUST0250,2026-08-07,2026-08-22,53969.24,53969.24,PAID
INV00413,CUST0072,2026-07-10,2026-07-25,31800.71,31800.71,PAID
INV00414,CUST0249,2026-07-06,2026-07-21,22689.75,19915.28,PAID
INV00415,CUST0252,2026-07-27,2026-08-11,71159.17,71159.17,PAID
INV00416,CUST0016,2026-08-19,2026-09-03,76225.13,76225.13,PAID
INV00417,CUST0148,2026-07-11,2026-07-26,78183.65,78183.65,PAID
INV00418,CUST0059,2026-07-18,2026-08-02,77623.75,77623.75,PAID
INV00419,CUST0226,2026-07-30,2026-08-14,22244.92,22244.92,PAID
INV00420,CUST0153,2026-07-03,2026-07-18,45248.37,45248.37,PAID
INV00421,CUST0061,2026-08-15,2026-08-30,81282.95,81282.95,PAID
INV00422,CUST0180,2026-08-14,2026-08-29,61221.05,61221.05,PAID
INV00423,CUST0106,2026-07-03,2026-07-18,57222.4,57222.4,PAID
INV00424,CUST0150,2026-07-16,2026-07-31,57487.19,57487.19,PAID
INV00425,CUST0142,2026-08-06,2026-08-21,13125.37,13125.37,PAID
INV00426,CUST0127,2026-08-14,2026-08-29,84433.79,84433.79,PAID
INV00427,CUST0138,2026-08-10,2026-08-25,41715.4,41715.4,PAID
INV00428,CUST0264,2026-08-14,2026-08-29,28183.46,28183.46,PAID
INV00429,CUST0298,2026-06-28,2026-07-13,86956.32,86956.32,PAID
INV00430,CUST0184,2026-07-02,2026-07-17,79669.95,79669.95,PAID
INV00431,CUST0254,2026-07-14,2026-07-29,32625.08,32625.08,PAID
INV00432,CUST0290,2026-07-27,2026-08-11,78936.21,78936.21,PAID
INV00433,CUST0009,2026-07-08,2026-07-23,92978.57,92978.57,PAID
INV00434,CUST0104,2026-08-12,2026-08-27,90986.02,90986.02,PAID
INV00435,CUST0185,2026-07-12,2026-07-27,8700.84,8700.84,PAID
INV00436,CUST0120,2026-07-25,2026-08-09,65720.78,65720.78,PAID
INV00437,CUST0068,2026-08-02,2026-08-17,23005.99,23005.99,PAID
INV00438,CUST0062,2026-07-25,2026-08-09,69556.08,69556.08,PAID
INV00439,CUST0053,2026-07-06,2026-07-21,31678.47,31678.47,PAID
INV00440,CUST0074,2026-07-04,2026-07-19,53285.57,53285.57,PAID
INV00441,CUST0180,2026-08-12,2026-08-27,21699.02,21699.02,PAID
INV00442,CUST0227,2026-07-14,2026-07-29,9125.46,9125.46,PAID
INV00443,CUST0197,2026-07-22,2026-08-06,96343.25,96343.25,PAID
INV00444,CUST0044,2026-07-11,2026-07-26,55562.96,55562.96,PAID
INV00445,CUST0155,2026-07-12,2026-07-27,52016.04,52016.04,PAID
INV00446,CUST0028,2026-08-20,2026-09-04,89842.3,89842.3,PAID
INV00447,CUST0256,2026-08-08,2026-08-23,59596.01,59596.01,PAID
INV00448,CUST0292,2026-07-27,2026-08-11,36858.54,36858.54,PAID
INV00449,CUST0035,2026-06-28,2026-07-13,26587.44,26587.44,PAID
INV00450,CUST0147,2026-08-07,2026-08-22,71406.59,71406.59,PAID
INV00451,CUST0275,2026-08-04,2026-08-19,61796.68,61796.68,PAID
INV00452,CUST0105,2026-07-05,2026-07-20,53870.82,53870.82,PAID
INV00453,CUST0034,2026-07-20,2026-08-04,70018.25,70018.25,PAID
INV00454,CUST0060,2026-07-25,2026-08-09,61423.53,61423.53,PAID
INV00455,CUST0090,2026-07-07,2026-07-22,1760.16,1760.16,PAID
INV00456,CUST0178,2026-08-02,2026-08-17,51963.67,51963.67,PAID
INV00457,CUST0138,2026-08-13,2026-08-28,88698.27,88698.27,PAID
INV00458,CUST0269,2026-07-01,2026-07-16,26663.49,26663.49,PAID
INV00459,CUST0029,2026-07-30,2026-08-14,86006.3,86006.3,PAID
INV00460,CUST0294,2026-08-13,2026-08-28,72416.45,72416.45,PAID
INV00461,CUST0007,2026-07-15,2026-07-30,5075.16,5075.16,PAID
INV00462,CUST0019,2026-08-04,2026-08-19,80409.99,80409.99,PAID
INV00463,CUST0164,2026-07-13,2026-07-28,82686.7,82686.7,PAID
INV00464,CUST0092,2026-07-12,2026-07-27,81341.8,80531.63,PAID
INV00465,CUST0160,2026-07-20,2026-08-04,9095.36,9095.36,PAID
INV00466,CUST0289,2026-08-16,2026-08-31,30738.98,30738.98,PAID
INV00467,CUST0101,2026-08-13,2026-08-28,90094.11,90094.11,PAID
INV00468,CUST0120,2026-07-30,2026-08-14,35475.74,34969.16,PAID
INV00469,CUST0158,2026-07-07,2026-07-22,20916.84,20916.84,PAID
INV00470,CUST0144,2026-07-02,2026-07-17,4868.08,4868.08,PAID
INV00471,CUST0191,2026-07-26,2026-08-10,97468.2,97468.2,PAID
INV00472,CUST0202,2026-07-04,2026-07-19,59393.63,59393.63,PAID
INV00473,CUST0150,2026-07-12,2026-07-27,85165.91,85165.91,PAID
INV00474,CUST0163,2026-07-28,2026-08-12,27559.61,27559.61,PAID
INV00475,CUST0056,2026-07-07,2026-07-22,11012.95,11012.95,PAID
INV00476,CUST0275,2026-07-20,2026-08-04,96481.15,96481.15,PAID
INV00477,CUST0062,2026-07-01,2026-07-16,16182.73,16182.73,PAID
INV00478,CUST0021,2026-07-09,2026-07-24,83674.51,83674.51,PAID
INV00479,CUST0183,2026-07-25,2026-08-09,51589.24,51589.24,PAID
INV00480,CUST0208,2026-07-29,2026-08-13,55817.4,55817.4,PAID
INV00481,CUST0063,2026-06-28,2026-07-13,6636.08,6636.08,PAID
INV00482,CUST0044,2026-08-07,2026-08-22,58818.82,58818.82,PAID
INV00483,CUST0228,2026-07-06,2026-07-21,9651.87,9651.87,PAID
INV00484,CUST0087,2026-08-03,2026-08-18,43599.06,43599.06,PAID
INV00485,CUST0219,2026-07-09,2026-07-24,35717.35,35717.35,PAID
INV00486,CUST0018,2026-08-06,2026-08-21,62108.07,62108.07,PAID
INV00487,CUST0282,2026-07-28,2026-08-12,6567.42,6567.42,PAID
INV00488,CUST0270,2026-07-11,2026-07-26,63260.06,63260.06,PAID
INV00489,CUST0279,2026-08-19,2026-09-03,48725.61,48725.61,PAID
INV00490,CUST0164,2026-08-05,2026-08-20,22292.51,22292.51,PAID
INV00491,CUST0184,2026-08-14,2026-08-29,59557.5,58606.9,PAID
INV00492,CUST0137,2026-08-03,2026-08-18,81720.37,81720.37,PAID
INV00493,CUST0199,2026-07-19,2026-08-03,93553.0,93553.0,PAID
INV00494,CUST0184,2026-08-03,2026-08-18,3306.55,3306.55,PAID
INV00495,CUST0289,2026-07-12,2026-07-27,83751.34,83751.34,PAID
INV00496,CUST0020,2026-07-03,2026-07-18,6088.71,6088.71,PAID
INV00497,CUST0170,2026-08-08,2026-08-23,20545.71,20545.71,PAID
INV00498,CUST0031,2026-06-28,2026-07-13,15197.35,15197.35,PAID
INV00499,CUST0038,2026-07-22,2026-08-06,70601.53,70601.53,PAID
INV00500,CUST0166,2026-07-06,2026-07-21,97598.14,97598.14,PAID
INV00501,CUST0163,2026-07-08,2026-07-23,70864.7,70864.7,PAID
INV00502,CUST0194,2026-07-15,2026-07-30,73532.5,73532.5,PAID
INV00503,CUST0294,2026-07-24,2026-08-08,85150.32,85150.32,PAID
INV00504,CUST0114,2026-08-05,2026-08-20,56772.25,56772.25,PAID
INV00505,CUST0122,2026-07-23,2026-08-07,98246.78,98246.78,PAID
INV00506,CUST0172,2026-07-29,2026-08-13,1633.86,1633.86,PAID
INV00507,CUST0132,2026-08-17,2026-09-01,11249.44,11249.44,PAID
INV00508,CUST0215,2026-07-09,2026-07-24,88512.92,88512.92,PAID
INV00509,CUST0246,2026-08-20,2026-09-04,86473.05,86473.05,PAID
INV00510,CUST0151,2026-07-01,2026-07-16,32212.33,32212.33,PAID
INV00511,CUST0083,2026-08-12,2026-08-27,7962.74,7962.74,PAID
INV00512,CUST0016,2026-07-25,2026-08-09,94273.0,94273.0,PAID
INV00513,CUST0028,2026-07-03,2026-07-18,33443.91,33443.91,PAID
INV00514,CUST0277,2026-07-17,2026-08-01,66229.49,66229.49,PAID
INV00515,CUST0293,2026-08-05,2026-08-20,84065.52,84065.52,PAID
INV00516,CUST0045,2026-07-19,2026-08-03,82477.78,82477.78,PAID
INV00517,CUST0088,2026-08-10,2026-08-25,29535.24,29535.24,PAID
INV00518,CUST0204,2026-07-27,2026-08-11,49165.13,49165.13,PAID
INV00519,CUST0095,2026-07-24,2026-08-08,88606.52,88606.52,PAID
INV00520,CUST0226,2026-07-29,2026-08-13,26708.38,26708.38,PAID
INV00521,CUST0050,2026-07-02,2026-07-17,70133.82,66980.05,PAID
INV00522,CUST0199,2026-08-02,2026-08-17,42153.89,42153.89,PAID
INV00523,CUST0154,2026-07-02,2026-07-17,39783.03,39783.03,PAID
INV00524,CUST0076,2026-07-07,2026-07-22,94950.85,94950.85,PAID
INV00525,CUST0099,2026-07-06,2026-07-21,4746.25,4746.25,PAID
INV00526,CUST0133,2026-07-17,2026-08-01,91125.05,91125.05,PAID
INV00527,CUST0283,2026-07-21,2026-08-05,85734.11,85734.11,PAID
INV00528,CUST0268,2026-08-16,2026-08-31,42249.59,42249.59,PAID
INV00529,CUST0299,2026-08-14,2026-08-29,96500.75,96500.75,PAID
INV00530,CUST0147,2026-07-30,2026-08-14,88073.51,88073.51,PAID
INV00531,CUST0293,2026-08-07,2026-08-22,47568.14,47568.14,PAID
INV00532,CUST0206,2026-07-03,2026-07-18,39881.38,39881.38,PAID
INV00533,CUST0244,2026-07-16,2026-07-31,89754.62,89754.62,PAID
INV00534,CUST0144,2026-07-30,2026-08-14,87420.17,85894.36,PAID
INV00535,CUST0227,2026-08-15,2026-08-30,82669.42,82669.42,PAID
INV00536,CUST0046,2026-07-09,2026-07-24,44450.8,44450.8,PAID
INV00537,CUST0029,2026-07-29,2026-08-13,79253.29,79253.29,PAID
INV00538,CUST0070,2026-08-18,2026-09-02,85203.89,85203.89,PAID
INV00539,CUST0128,2026-07-01,2026-07-16,45916.64,45916.64,PAID
INV00540,CUST0238,2026-08-01,2026-08-16,39995.76,39995.76,PAID
INV00541,CUST0251,2026-08-06,2026-08-21,44887.29,44887.29,PAID
INV00542,CUST0084,2026-07-14,2026-07-29,75021.63,75021.63,PAID
INV00543,CUST0084,2026-08-01,2026-08-16,78093.1,78093.1,PAID
INV00544,CUST0138,2026-08-06,2026-08-21,41245.97,41245.97,PAID
INV00545,CUST0068,2026-08-07,2026-08-22,17733.47,17733.47,PAID
INV00546,CUST0141,2026-07-27,2026-08-11,89600.56,89600.56,PAID
INV00547,CUST0155,2026-08-13,2026-08-28,52303.47,52303.47,PAID
INV00548,CUST0192,2026-08-05,2026-08-20,64910.54,64910.54,PAID
INV00549,CUST0033,2026-07-20,2026-08-04,98841.92,98841.92,PAID
INV00550,CUST0153,2026-07-09,2026-07-24,15417.96,15417.96,PAID
INV00551,CUST0072,2026-08-14,2026-08-29,3032.8,3032.8,PAID
INV00552,CUST0199,2026-08-12,2026-08-27,4014.24,4014.24,PAID
INV00553,CUST0274,2026-08-09,2026-08-24,78597.26,78597.26,PAID
INV00554,CUST0286,2026-07-10,2026-07-25,29731.51,29731.51,PAID
INV00555,CUST0287,2026-08-17,2026-09-01,91306.16,91306.16,PAID
INV00556,CUST0115,2026-08-15,2026-08-30,87207.51,87207.51,PAID
INV00557,CUST0134,2026-08-02,2026-08-17,29758.09,29758.09,PAID
INV00558,CUST0298,2026-08-04,2026-08-19,7585.97,7585.97,PAID
INV00559,CUST0272,2026-07-19,2026-08-03,41604.17,41604.17,PAID
INV00560,CUST0210,2026-08-01,2026-08-16,89338.09,89338.09,PAID
INV00561,CUST0042,2026-08-01,2026-08-16,33596.63,33596.63,PAID
INV00562,CUST0232,2026-07-17,2026-08-01,21333.55,21333.55,PAID
INV00563,CUST0046,2026-07-06,2026-07-21,61640.73,61640.73,PAID
INV00564,CUST0003,2026-06-29,2026-07-14,58125.4,53611.37,PAID
INV00565,CUST0010,2026-08-11,2026-08-26,910.32,910.32,PAID
INV00566,CUST0067,2026-07-07,2026-07-22,38663.27,38663.27,PAID
INV00567,CUST0149,2026-07-25,2026-08-09,72919.28,72919.28,PAID
INV00568,CUST0176,2026-07-29,2026-08-13,36245.46,36245.46,PAID
INV00569,CUST0117,2026-07-15,2026-07-30,72853.3,72853.3,PAID
INV00570,CUST0259,2026-07-06,2026-07-21,12754.62,12754.62,PAID
INV00571,CUST0274,2026-08-04,2026-08-19,5334.4,5334.4,PAID
INV00572,CUST0025,2026-08-10,2026-08-25,12021.09,12021.09,PAID
INV00573,CUST0243,2026-08-09,2026-08-24,15736.15,15736.15,PAID
INV00574,CUST0267,2026-07-18,2026-08-02,62468.38,62468.38,PAID
INV00575,CUST0061,2026-07-15,2026-07-30,11844.25,11844.25,PAID
INV00576,CUST0135,2026-08-01,2026-08-16,97325.41,97325.41,PAID
INV00577,CUST0021,2026-08-02,2026-08-17,49887.29,49887.29,PAID
INV00578,CUST0121,2026-06-27,2026-07-12,1768.57,1768.57,PAID
INV00579,CUST0253,2026-07-10,2026-07-25,94969.88,94969.88,PAID
INV00580,CUST0119,2026-07-30,2026-08-14,98872.26,98872.26,PAID
INV00581,CUST0090,2026-07-01,2026-07-16,85298.74,85298.74,PAID
INV00582,CUST0060,2026-07-06,2026-07-21,85198.97,85198.97,PAID
INV00583,CUST0088,2026-07-17,2026-08-01,37781.37,36073.98,PAID
INV00584,CUST0191,2026-07-19,2026-08-03,18695.51,18695.51,PAID
INV00585,CUST0198,2026-08-13,2026-08-28,85141.82,85141.82,PAID
INV00586,CUST0068,2026-08-10,2026-08-25,72777.91,72777.91,PAID
INV00587,CUST0292,2026-08-09,2026-08-24,44097.2,44097.2,PAID
INV00588,CUST0067,2026-07-28,2026-08-12,92079.6,92079.6,PAID
INV00589,CUST0161,2026-06-29,2026-07-14,74118.83,70604.53,PAID
INV00590,CUST0268,2026-08-09,2026-08-24,70207.73,70207.73,PAID
INV00591,CUST0247,2026-07-19,2026-08-03,66539.21,66539.21,PAID
INV00592,CUST0028,2026-06-28,2026-07-13,64518.17,64518.17,PAID
INV00593,CUST0085,2026-07-03,2026-07-18,75267.29,75267.29,PAID
INV00594,CUST0260,2026-07-14,2026-07-29,55274.31,55274.31,PAID
INV00595,CUST0236,2026-07-26,2026-08-10,80225.5,80225.5,PAID
INV00596,CUST0162,2026-07-05,2026-07-20,98076.74,98076.74,PAID
INV00597,CUST0286,2026-08-01,2026-08-16,516.89,516.89,PAID
INV00598,CUST0156,2026-08-02,2026-08-17,58587.13,56452.09,PAID
INV00599,CUST0233,2026-07-20,2026-08-04,56235.01,56235.01,PAID
INV00600,CUST0232,2026-07-06,2026-07-21,10194.98,10194.98,PAID
INV00601,CUST0150,2026-08-04,2026-08-19,52437.52,52437.52,PAID
INV00602,CUST0072,2026-08-11,2026-08-26,74379.83,74379.83,PAID
INV00603,CUST0097,2026-07-07,2026-07-22,93056.52,93056.52,PAID
INV00604,CUST0174,2026-07-02,2026-07-17,75836.36,75836.36,PAID
INV00605,CUST0064,2026-08-15,2026-08-30,89229.56,89229.56,PAID
INV00606,CUST0256,2026-06-28,2026-07-13,53271.25,53271.25,PAID
INV00607,CUST0248,2026-08-01,2026-08-16,78217.61,78217.61,PAID
INV00608,CUST0066,2026-07-04,2026-07-19,39046.86,39046.86,PAID
INV00609,CUST0128,2026-07-17,2026-08-01,42625.87,40088.06,PAID
INV00610,CUST0212,2026-08-04,2026-08-19,70151.42,70151.42,PAID
INV00611,CUST0284,2026-08-08,2026-08-23,22125.58,22125.58,PAID
INV00612,CUST0177,2026-08-08,2026-08-23,13700.84,13700.84,PAID
INV00613,CUST0166,2026-08-11,2026-08-26,11982.82,11982.82,PAID
INV00614,CUST0214,2026-08-10,2026-08-25,74912.94,74912.94,PAID
INV00615,CUST0013,2026-07-24,2026-08-08,14960.01,14960.01,PAID
INV00616,CUST0129,2026-07-06,2026-07-21,84018.49,84018.49,PAID
INV00617,CUST0184,2026-07-25,2026-08-09,10696.76,10696.76,PAID
INV00618,CUST0122,2026-08-02,2026-08-17,78538.56,78538.56,PAID
INV00619,CUST0199,2026-07-22,2026-08-06,96433.96,95691.85,PAID
INV00620,CUST0104,2026-08-04,2026-08-19,86950.57,86950.57,PAID
INV00621,CUST0189,2026-08-17,2026-09-01,59044.34,59044.34,PAID
INV00622,CUST0230,2026-07-11,2026-07-26,98353.61,98353.61,PAID
INV00623,CUST0264,2026-07-06,2026-07-21,38031.22,38031.22,PAID
INV00624,CUST0083,2026-08-02,2026-08-17,84678.41,84678.41,PAID
INV00625,CUST0021,2026-07-05,2026-07-20,92898.51,92898.51,PAID
INV00626,CUST0155,2026-07-27,2026-08-11,79095.86,79095.86,PAID
INV00627,CUST0270,2026-07-14,2026-07-29,95720.28,95720.28,PAID
INV00628,CUST0279,2026-08-03,2026-08-18,40640.0,40640.0,PAID
INV00629,CUST0170,2026-07-19,2026-08-03,39681.64,36399.38,PAID
INV00630,CUST0005,2026-07-03,2026-07-18,67059.38,67059.38,PAID
INV00631,CUST0125,2026-07-03,2026-07-18,68413.86,68413.86,PAID
INV00632,CUST0132,2026-08-02,2026-08-17,72535.57,72535.57,PAID
INV00633,CUST0261,2026-07-28,2026-08-12,48937.07,48937.07,PAID
INV00634,CUST0050,2026-07-10,2026-07-25,97177.06,97177.06,PAID
INV00635,CUST0110,2026-08-08,2026-08-23,42708.84,42708.84,PAID
INV00636,CUST0223,2026-08-10,2026-08-25,81767.06,81767.06,PAID
INV00637,CUST0236,2026-08-14,2026-08-29,33505.68,33505.68,PAID
INV00638,CUST0286,2026-07-02,2026-07-17,57708.75,57708.75,PAID
INV00639,CUST0231,2026-08-05,2026-08-20,40742.58,40742.58,PAID
INV00640,CUST0274,2026-06-27,2026-07-12,64321.56,64321.56,PAID
INV00641,CUST0038,2026-07-18,2026-08-02,92840.75,92840.75,PAID
INV00642,CUST0045,2026-07-14,2026-07-29,76644.79,76644.79,PAID
INV00643,CUST0243,2026-07-07,2026-07-22,53580.04,53580.04,PAID
INV00644,CUST0074,2026-07-16,2026-07-31,68440.44,67890.26,PAID
INV00645,CUST0064,2026-07-03,2026-07-18,1000.47,1000.47,PAID
INV00646,CUST0108,2026-08-12,2026-08-27,74272.33,74272.33,PAID
INV00647,CUST0073,2026-07-10,2026-07-25,18807.28,18807.28,PAID
INV00648,CUST0291,2026-07-04,2026-07-19,85213.08,85213.08,PAID
INV00649,CUST0035,2026-07-12,2026-07-27,12378.26,10271.14,PAID
INV00650,CUST0121,2026-07-05,2026-07-20,28871.15,28871.15,PAID
INV00651,CUST0231,2026-07-21,2026-08-05,61826.07,61826.07,PAID
INV00652,CUST0291,2026-07-22,2026-08-06,80866.13,80866.13,PAID
INV00653,CUST0114,2026-08-13,2026-08-28,74111.71,74111.71,PAID
INV00654,CUST0170,2026-07-28,2026-08-12,46553.41,46553.41,PAID
INV00655,CUST0056,2026-07-11,2026-07-26,64732.38,64732.38,PAID
INV00656,CUST0101,2026-07-17,2026-08-01,73487.69,73487.69,PAID
INV00657,CUST0016,2026-08-03,2026-08-18,58100.63,58100.63,PAID
INV00658,CUST0279,2026-08-03,2026-08-18,47474.34,47474.34,PAID
INV00659,CUST0149,2026-07-05,2026-07-20,46737.76,46737.76,PAID
INV00660,CUST0123,2026-08-08,2026-08-23,68574.08,68574.08,PAID
INV00661,CUST0290,2026-08-09,2026-08-24,87283.42,87283.42,PAID
INV00662,CUST0021,2026-07-13,2026-07-28,76266.5,76266.5,PAID
INV00663,CUST0022,2026-08-09,2026-08-24,21074.02,21074.02,PAID
INV00664,CUST0021,2026-08-09,2026-08-24,32745.08,32745.08,PAID
INV00665,CUST0279,2026-08-01,2026-08-16,17798.06,17798.06,PAID
INV00666,CUST0265,2026-07-15,2026-07-30,37944.71,37944.71,PAID
INV00667,CUST0250,2026-08-19,2026-09-03,48469.95,48469.95,PAID
INV00668,CUST0085,2026-07-14,2026-07-29,8170.28,8170.28,PAID
INV00669,CUST0186,2026-08-05,2026-08-20,71871.62,71871.62,PAID
INV00670,CUST0059,2026-07-30,2026-08-14,67685.33,67685.33,PAID
INV00671,CUST0211,2026-07-01,2026-07-16,24745.2,24745.2,PAID
INV00672,CUST0263,2026-07-01,2026-07-16,89134.37,89134.37,PAID
INV00673,CUST0265,2026-07-21,2026-08-05,60136.07,60136.07,PAID
INV00674,CUST0044,2026-07-13,2026-07-28,45195.73,45195.73,PAID
INV00675,CUST0074,2026-08-16,2026-08-31,58473.29,58473.29,PAID
INV00676,CUST0086,2026-08-16,2026-08-31,68716.32,68716.32,PAID
INV00677,CUST0194,2026-07-21,2026-08-05,13655.21,13655.21,PAID
INV00678,CUST0215,2026-07-06,2026-07-21,60748.35,60748.35,PAID
INV00679,CUST0020,2026-08-15,2026-08-30,53377.28,53377.28,PAID
INV00680,CUST0277,2026-06-29,2026-07-14,89748.41,89748.41,PAID
INV00681,CUST0272,2026-07-25,2026-08-09,23333.88,23333.88,PAID
INV00682,CUST0295,2026-07-06,2026-07-21,42836.19,42836.19,PAID
INV00683,CUST0146,2026-08-08,2026-08-23,87738.25,87738.25,PAID
INV00684,CUST0004,2026-08-05,2026-08-20,52492.79,52492.79,PAID
INV00685,CUST0162,2026-07-23,2026-08-07,36545.84,36545.84,PAID
INV00686,CUST0134,2026-07-30,2026-08-14,42644.37,42644.37,PAID
INV00687,CUST0105,2026-07-23,2026-08-07,55434.44,55434.44,PAID
INV00688,CUST0248,2026-07-14,2026-07-29,98856.57,98856.57,PAID
INV00689,CUST0071,2026-08-07,2026-08-22,12349.03,12349.03,PAID
INV00690,CUST0052,2026-07-10,2026-07-25,51080.18,51080.18,PAID
INV00691,CUST0027,2026-07-10,2026-07-25,39215.82,39215.82,PAID
INV00692,CUST0223,2026-07-02,2026-07-17,6876.01,6876.01,PAID
INV00693,CUST0197,2026-07-22,2026-08-06,61589.58,61589.58,PAID
INV00694,CUST0090,2026-08-05,2026-08-20,49689.65,49689.65,PAID
INV00695,CUST0147,2026-07-08,2026-07-23,3844.13,3844.13,PAID
INV00696,CUST0185,2026-07-14,2026-07-29,65674.4,65674.4,PAID
INV00697,CUST0181,2026-08-07,2026-08-22,39816.74,39816.74,PAID
INV00698,CUST0036,2026-07-04,2026-07-19,55184.47,55184.47,PAID
INV00699,CUST0100,2026-07-27,2026-08-11,93006.53,93006.53,PAID
INV00700,CUST0055,2026-08-05,2026-08-20,7702.4,7702.4,PAID
INV00701,CUST0132,2026-08-01,2026-08-16,81408.16,81408.16,PAID
INV00702,CUST0248,2026-08-16,2026-08-31,27270.51,24705.69,PAID
INV00703,CUST0015,2026-07-30,2026-08-14,12068.7,12068.7,PAID
INV00704,CUST0118,2026-07-21,2026-08-05,41536.38,41536.38,PAID
INV00705,CUST0135,2026-07-14,2026-07-29,29085.31,29085.31,PAID
INV00706,CUST0284,2026-07-08,2026-07-23,47917.27,47917.27,PAID
INV00707,CUST0094,2026-08-16,2026-08-31,68469.18,68469.18,PAID
INV00708,CUST0124,2026-07-13,2026-07-28,21074.47,21074.47,PAID
INV00709,CUST0080,2026-08-14,2026-08-29,11115.58,11115.58,PAID
INV00710,CUST0004,2026-08-16,2026-08-31,85780.39,85780.39,PAID
INV00711,CUST0162,2026-07-28,2026-08-12,89863.06,89863.06,PAID
INV00712,CUST0204,2026-07-12,2026-07-27,75141.85,75141.85,PAID
INV00713,CUST0277,2026-07-02,2026-07-17,50496.28,50496.28,PAID
INV00714,CUST0266,2026-07-29,2026-08-13,31907.3,31907.3,PAID
INV00715,CUST0298,2026-07-05,2026-07-20,32880.9,32880.9,PAID
