payment_id,invoice_id,exception_type,is_exception
PAY00756,INV00756,NONE,False
PAY00757,INV00757,NONE,False
PAY00758,INV00758,NONE,False
PAY00759,INV00759,NONE,False
PAY00760,INV00760,NONE,False
PAY00761,INV00761,NONE,False
PAY00762,INV00762,NONE,False
PAY00763,INV00763,NONE,False
PAY00764,INV00764,NONE,False
PAY00765,INV00765,NONE,False
PAY00766,INV00766,NONE,False
PAY00767,INV00767,NONE,False
PAY00768,INV00768,NONE,False
PAY00769,INV00769,NONE,False
PAY00770,INV00770,NONE,False
PAY00771,INV00771,NONE,False
PAY00772,INV00772,NONE,False
PAY00773,INV00773,NONE,False
PAY00774,INV00774,NONE,False
PAY00775,INV00775,NONE,False
PAY00776,INV00776,NONE,False
PAY00777,INV00777,NONE,False
PAY00778,INV00778,NONE,False
PAY00779,INV00779,DUPLICATE_PAYMENT,True
PAY00780,INV00780,NONE,False
PAY00781,INV00781,NONE,False
PAY00782,INV00782,NONE,False
PAY00783,INV00783,NONE,False
PAY00784,INV00784,MISSING_SETTLEMENT,True
PAY00785,INV00785,NONE,False
PAY00786,INV00786,NONE,False
PAY00787,INV00787,NONE,False
PAY00788,INV00788,NONE,False
PAY00789,INV00789,MISSING_SETTLEMENT,True
PAY00790,INV00790,AMOUNT_MISMATCH,True
PAY00791,INV00791,NONE,False
PAY00792,INV00792,NONE,False
PAY00793,INV00793,INVOICE_MISMATCH,True
PAY00794,INV00794,NONE,False
PAY00795,INV00795,NONE,False
PAY00796,INV00796,NONE,False
PAY00797,INV00797,NONE,False
PAY00798,INV00798,NONE,False
PAY00799,INV00799,NONE,False
PAY00800,INV00800,NONE,False
PAY00801,INV00801,NONE,False
PAY00802,INV00802,AMOUNT_MISMATCH,True
PAY00803,INV00803,NONE,False
PAY00804,INV00804,NONE,False
PAY00805,INV00805,NONE,False
PAY00806,INV00806,NONE,False
PAY00807,INV00807,NONE,False
PAY00808,INV00808,NONE,False
PAY00809,INV00809,NONE,False
PAY00810,INV00810,MISSING_SETTLEMENT,True
PAY00811,INV00811,NONE,False
PAY00812,INV00812,NONE,False
PAY00813,INV00813,NONE,False
PAY00814,INV00814,NONE,False
PAY00815,INV00815,NONE,False
PAY00816,INV00816,AMOUNT_MISMATCH,True
PAY00817,INV00817,NONE,False
PAY00818,INV00818,NONE,False
PAY00819,INV00819,INVOICE_MISMATCH,True
PAY00820,INV00820,NONE,False
PAY00821,INV00821,NONE,False
PAY00822,INV00822,NONE,False
PAY00823,INV00823,NONE,False
PAY00824,INV00824,MISSING_SETTLEMENT,True
PAY00825,INV00825,MISSING_SETTLEMENT,True
PAY00826,INV00826,AMOUNT_MISMATCH,True
PAY00827,INV00827,NONE,False
PAY00828,INV00828,DELAYED_SETTLEMENT,True
PAY00829,INV00829,NONE,False
PAY00830,INV00830,NONE,False
PAY00831,INV00831,NONE,False
PAY00832,INV00832,NONE,False
PAY00833,INV00833,NONE,False
PAY00834,INV00834,NONE,False
PAY00835,INV00835,NONE,False
PAY00836,INV00836,NONE,False
PAY00837,INV00837,NONE,False
PAY00838,INV00838,NONE,False
PAY00839,INV00839,NONE,False
PAY00840,INV00840,NONE,False
PAY00841,INV00841,NONE,False
PAY00842,INV00842,NONE,False
PAY00843,INV00843,NONE,False
PAY00844,INV00844,DELAYED_SETTLEMENT,True
PAY00845,INV00845,NONE,False
PAY00846,INV00846,AMOUNT_MISMATCH,True
PAY00847,INV00847,NONE,False
PAY00848,INV00848,NONE,False
PAY00849,INV00849,NONE,False
PAY00850,INV00850,MISSING_SETTLEMENT,True
PAY00851,INV00851,NONE,False
PAY00852,INV00852,NONE,False
PAY00853,INV00853,NONE,False
PAY00854,INV00854,NONE,False
PAY00855,INV00855,NONE,False
PAY00856,INV00856,NONE,False
PAY00857,INV00857,NONE,False
PAY00858,INV00858,NONE,False
PAY00859,INV00859,NONE,False
PAY00860,INV00860,NONE,False
PAY00861,INV00861,NONE,False
PAY00862,INV00862,NONE,False
PAY00863,INV00863,NONE,False
PAY00864,INV00864,NONE,False
PAY00865,INV00865,MISSING_SETTLEMENT,True
PAY00866,INV00866,NONE,False
PAY00867,INV00867,NONE,False
PAY00868,INV00868,NONE,False
PAY00869,INV00869,NONE,False
PAY00870,INV00870,NONE,False
PAY00871,INV00871,NONE,False
PAY00872,INV00872,NONE,False
PAY00873,INV00873,NONE,False
PAY00874,INV00874,NONE,False
PAY00875,INV00875,MISSING_SETTLEMENT,True
PAY00876,INV00876,NONE,False
PAY00877,INV00877,NONE,False
PAY00878,INV00878,NONE,False
PAY00879,INV00879,NONE,False
PAY00880,INV00880,NONE,False
PAY00881,INV00881,NONE,False
PAY00882,INV00882,NONE,False
PAY00883,INV00883,NONE,False
PAY00884,INV00884,NONE,False
PAY00885,INV00885,NONE,False
PAY00886,INV00886,NONE,False
PAY00887,INV00887,NONE,False
PAY00888,INV00888,NONE,False
PAY00889,INV00889,NONE,False
PAY00890,INV00890,NONE,False
PAY00891,INV00891,NONE,False
PAY00892,INV00892,DELAYED_SETTLEMENT,True
PAY00893,INV00893,NONE,False
PAY00894,INV00894,NONE,False
PAY00895,INV00895,NONE,False
PAY00896,INV00896,NONE,False
PAY00897,INV00897,NONE,False
PAY00898,INV00898,NONE,False
PAY00899,INV00899,AMOUNT_MISMATCH,True
PAY00900,INV00900,NONE,False
PAY00901,INV00901,NONE,False
PAY00902,INV00902,NONE,False
PAY00903,INV00903,INVOICE_MISMATCH,True
PAY00904,INV00904,NONE,False
PAY00905,INV00905,NONE,False
PAY00906,INV00906,NONE,False
PAY00907,INV00907,NONE,False
PAY00908,INV00908,NONE,False
PAY00909,INV00909,NONE,False
PAY00910,INV00910,NONE,False
PAY00911,INV00911,NONE,False
PAY00912,INV00912,NONE,False
PAY00913,INV00913,NONE,False
PAY00914,INV00914,NONE,False
PAY00915,INV00915,NONE,False
PAY00916,INV00916,NONE,False
PAY00917,INV00917,NONE,False
PAY00918,INV00918,NONE,False
PAY00919,INV00919,NONE,False
PAY00920,INV00920,NONE,False
PAY00921,INV00921,NONE,False
PAY00922,INV00922,NONE,False
PAY00923,INV00923,NONE,False
PAY00924,INV00924,NONE,False
PAY00925,INV00925,INVOICE_MISMATCH,True
PAY00926,INV00926,AMOUNT_MISMATCH,True
PAY00927,INV00927,MISSING_SETTLEMENT,True
PAY00928,INV00928,NONE,False
PAY00929,INV00929,INVOICE_MISMATCH,True
PAY00930,INV00930,NONE,False
PAY00931,INV00931,MISSING_SETTLEMENT,True
PAY00932,INV00932,NONE,False
PAY00933,INV00933,NONE,False
PAY00934,INV00934,NONE,False
PAY00935,INV00935,INVOICE_MISMATCH,True
PAY00936,INV00936,NONE,False
PAY00937,INV00937,NONE,False
PAY00938,INV00938,NONE,False
PAY00939,INV00939,NONE,False
PAY00940,INV00940,NONE,False
PAY00941,INV00941,NONE,False
PAY00942,INV00942,NONE,False
PAY00943,INV00943,NONE,False
PAY00944,INV00944,NONE,False
PAY00945,INV00945,NONE,False
PAY00946,INV00946,NONE,False
PAY00947,INV00947,NONE,False
PAY00948,INV00948,NONE,False
PAY00949,INV00949,NONE,False
PAY00950,INV00950,NONE,False
PAY00951,INV00951,MISSING_SETTLEMENT,True
PAY00952,INV00952,NONE,False
PAY00953,INV00953,NONE,False
PAY00954,INV00954,NONE,False
PAY00955,INV00955,DUPLICATE_PAYMENT,True
PAY00956,INV00956,NONE,False
PAY00957,INV00957,NONE,False
PAY00958,INV00958,NONE,False
PAY00959,INV00959,NONE,False
PAY00960,INV00960,NONE,False
PAY00961,INV00961,NONE,False
PAY00962,INV00962,NONE,False
PAY00963,INV00963,NONE,False
PAY00964,INV00964,NONE,False
PAY00965,INV00965,NONE,False
PAY00966,INV00966,NONE,False
PAY00967,INV00967,INVOICE_MISMATCH,True
PAY00968,INV00968,AMOUNT_MISMATCH,True
PAY00969,INV00969,NONE,False
PAY00970,INV00970,NONE,False
PAY00971,INV00971,NONE,False
PAY00972,INV00972,AMOUNT_MISMATCH,True
PAY00973,INV00973,DELAYED_SETTLEMENT,True
PAY00974,INV00974,NONE,False
PAY00975,INV00975,DUPLICATE_PAYMENT,True
PAY00976,INV00976,NONE,False
PAY00977,INV00977,INVOICE_MISMATCH,True
PAY00978,INV00978,NONE,False
PAY00979,INV00979,NONE,False
PAY00980,INV00980,NONE,False
PAY00981,INV00981,AMOUNT_MISMATCH,True
PAY00982,INV00982,NONE,False
PAY00983,INV00983,NONE,False
PAY00984,INV00984,NONE,False
PAY00985,INV00985,NONE,False
PAY00986,INV00986,NONE,False
PAY00987,INV00987,NONE,False
PAY00988,INV00988,NONE,False
PAY00989,INV00989,NONE,False
PAY00990,INV00990,NONE,False
PAY00991,INV00991,NONE,False
PAY00992,INV00992,NONE,False
PAY00993,INV00993,NONE,False
PAY00994,INV00994,NONE,False
PAY00995,INV00995,NONE,False
PAY00996,INV00996,NONE,False
PAY00997,INV00997,DELAYED_SETTLEMENT,True
PAY00998,INV00998,NONE,False
PAY00999,INV00999,NONE,False
PAY01000,INV01000,MISSING_SETTLEMENT,True
